cik,ticker,legal_name,nasdaq_listing_date,initial_matrix_due_date,known_company_urls,candidate_urls_top10,prior_snapshots_checked,review_status,evidence_url,evidence_publication_date,evidence_type,evidence_excerpt,review_notes
1482541,BNC,CEA Industries Inc.,2022-02-14,2023-02-14,https://ceaindustries.com;https://ceaindustrialsupply.com,https://ceaindustries.com;https://ceaindustrialsupply.com;https://bloomberg.com;https://bloomberg.com/investors;https://bloomberg.com/investor-relations;https://bloomberg.com/governance;https://bloomberg.com/corporate-governance;https://ceaindustrialsupply.com/investors;https://ceaindustrialsupply.com/investor-relations;https://ceaindustrialsupply.com/governance,0,found_late_sec_search_browser_confirmed,https://www.sec.gov/Archives/edgar/data/1482541/000149315223038392/formdef14a.htm,2023-10-26,SEC DEF 14A,"Board Diversity Matrix Disclosure. Total Number of Directors 5. Directors Female 0, Male 5.",SEC DEF 14A checked directly and matrix text confirmed. Filing date is after due date plus 30-day grace.
1450704,VIVK,"Vivakor, Inc.",2022-02-15,2023-02-15,https://vivakor.com,https://vivakor.com;https://vivakor.com/investors;https://vivakor.com/investor-relations;https://vivakor.com/governance;https://vivakor.com/corporate-governance,5,found_late_sec_search_browser_confirmed,https://www.sec.gov/Archives/edgar/data/1450704/000182912624008066/vivakor_def14a.htm,2024-12-05,SEC DEF 14A,"Board Diversity Matrix. As of December 5, 2024 and December 31, 2023. Total No. of Directors 5 and 4.",2023 DEF 14A had no matrix; 2024 DEF 14A checked directly and matrix text confirmed. Filing date is after due date plus 30-day grace.
1835615,MHUAF,"Meihua International Medical Technologies Co., Ltd.",2022-02-16,2023-02-16,https://ir.meihuamed.com;https://meihua.com,https://ir.meihuamed.com;https://meihua.com;https://ir.meihuamed.com/investors;https://ir.meihuamed.com/investor-relations;https://ir.meihuamed.com/governance;https://ir.meihuamed.com/corporate-governance;https://allmed-china.com;https://allmed-china.com/investors;https://allmed-china.com/investor-relations;https://allmed-china.com/governance,0,found_late_sec_search_browser_confirmed,https://www.sec.gov/Archives/edgar/data/1835615/000121390023029709/f20f2022_meihua.htm,2023-04-14,SEC 20-F,"Board Diversity Matrix. Country of Principal Executive Offices: China. Total Number of Directors 5. Directors Female 1, Male 4.",SEC 20-F checked directly and matrix text confirmed. Filing date is after due date plus 30-day grace.
1851860,,"SMART FOR LIFE, INC.",2022-02-16,2023-02-16,https://smartforlife.com;https://smartforlifecorp.com,https://smartforlife.com;https://smartforlifecorp.com;https://smartforlifecorp.com/investor-center;https://smartforlifecorp.com/investor-center/investors;https://smartforlifecorp.com/investor-center/investor-relations;https://smartforlifecorp.com/investor-center/governance;https://smartforlifecorp.com/investor-center/corporate-governance;https://smartforlifecorp.com/investors;https://smartforlifecorp.com/investor-relations;https://smartforlifecorp.com/governance,0,searched_no_substantive_matrix,,,,,"Search and SEC submissions checked; likely 2023 proxy, 2023 10-K, and 2024 10-K did not contain Board Diversity Matrix text."
1402328,SBFM,Sunshine Biopharma Inc.,2022-02-17,2023-02-17,https://sunshinebiopharma.com,https://sunshinebiopharma.com;https://sunshinebiopharma.com/investors;https://sunshinebiopharma.com/investor-relations;https://sunshinebiopharma.com/governance;https://sunshinebiopharma.com/corporate-governance,2,searched_no_substantive_matrix,,,,,Search and SEC submissions checked; likely 2023/2024 proxy and 2023 10-K filings did not contain Board Diversity Matrix text.
1888014,AKAN,AKANDA CORP.,2022-03-15,2023-03-15,https://akancorp.com;https://akandacorp.com,https://akancorp.com;https://akandacorp.com;https://akandacorp.com/investors;https://akandacorp.com/investors/investors;https://akandacorp.com/investors/investor-relations;https://akandacorp.com/investors/governance;https://akandacorp.com/investors/corporate-governance;https://akandacorp.com/investor-relations;https://akandacorp.com/governance;https://akandacorp.com/corporate-governance,5,searched_no_substantive_matrix,,,,,"Search and SEC submissions checked; Akanda 2023, 2024, and 2025 20-F filings did not contain Board Diversity Matrix text. Third-party aggregate only."
1880438,ANTX,"AN2 Therapeutics, Inc.",2022-03-25,2023-03-25,https://investor.an2therapeutics.com;https://an2therapeutics.com,https://investor.an2therapeutics.com;https://an2therapeutics.com;https://investor.an2therapeutics.com/investors;https://investor.an2therapeutics.com/investor-relations;https://investor.an2therapeutics.com/governance;https://investor.an2therapeutics.com/corporate-governance;https://an2therapeutics.com/investors;https://an2therapeutics.com/investor-relations;https://an2therapeutics.com/governance;https://an2therapeutics.com/corporate-governance,0,found_late_sec_search_browser_confirmed,https://www.sec.gov/Archives/edgar/data/1880438/000095017023014794/antx-def14a-2022-final.htm,2023-04-26,SEC DEF 14A,"Board Diversity Matrix (as of April 26, 2023). Total Number of Directors 9. Directors Female 3, Male 6.",SEC submissions found 2023 DEF 14A; archive document checked directly and matrix text confirmed. Filing date is after due date plus 30-day grace.
1894954,XPON,Expion360 Inc.,2022-04-01,2023-04-01,https://investors.expion360.com;https://expion360.com,https://investors.expion360.com;https://expion360.com;https://investors.expion360.com/investors;https://investors.expion360.com/investor-relations;https://investors.expion360.com/governance;https://investors.expion360.com/corporate-governance;https://expion360.com/investors;https://expion360.com/investor-relations;https://expion360.com/governance;https://expion360.com/corporate-governance,0,found_late_sec_search_browser_confirmed,https://www.sec.gov/Archives/edgar/data/1894954/000190359623000697/xpon_def14a.htm,2023-09-06,SEC DEF 14A,"Board Diversity Matrix (As of August 24, 2023). Total Number of Directors 5. Directors Male 5.",SEC submissions and issuer filing page found 2023 DEF 14A; archive document checked directly and matrix text confirmed. Filing date is after due date plus 30-day grace.
1737995,STSS,"SkyAI, Inc.",2022-04-14,2023-04-14,https://ir.stss.com;https://sharpstechnology.com,https://ir.stss.com;https://sharpstechnology.com;https://ir.stss.com/investors;https://ir.stss.com/investor-relations;https://ir.stss.com/governance;https://ir.stss.com/corporate-governance;https://sharpstechnology.com/investors;https://sharpstechnology.com/investor-relations;https://sharpstechnology.com/governance;https://sharpstechnology.com/corporate-governance,6,searched_no_substantive_matrix,,,,,"Search and SEC filings checked for SkyAI / formerly Sharps Technology. 2023 DEF 14A stated matrix was on issuer website, but current issuer governance pages were checked and no Board Diversity Matrix content was exposed."
1635077,ACON,"Aclarion, Inc.",2022-04-22,2023-04-22,https://aclarion.com;https://vstocktransfer.com,https://aclarion.com;https://vstocktransfer.com;https://aclarion.com/investors;https://aclarion.com/investor-relations;https://aclarion.com/governance;https://aclarion.com/corporate-governance;https://vstocktransfer.com/investors;https://vstocktransfer.com/investor-relations;https://vstocktransfer.com/governance;https://vstocktransfer.com/corporate-governance,6,found_late_sec_search_browser_confirmed,https://www.sec.gov/Archives/edgar/data/1635077/000168316823007841/aclarion_def14a.htm,2023-11-13,SEC DEF 14A,"Board Diversity Matrix (As of April 21, 2023). Total Number of Directors 7. Directors Female 1, Male 6.",SEC DEF 14A checked directly and matrix text confirmed. Filing date is after due date plus 30-day grace.
1905511,JCSE,JE Cleantech Holdings Ltd,2022-04-22,2023-04-22,https://jecleantech.com.sg;https://jecleantech.sg,https://jecleantech.com.sg;https://jecleantech.sg;https://jecleantech.com.sg/investors;https://jecleantech.com.sg/investor-relations;https://jecleantech.com.sg/governance;https://jecleantech.com.sg/corporate-governance;https://jecleantech.sg/investors;https://jecleantech.sg/investor-relations;https://jecleantech.sg/governance;https://jecleantech.sg/corporate-governance,3,searched_no_substantive_matrix,,,,,"Search and SEC submissions checked; JE Cleantech 2023 20-F did not contain Board Diversity Matrix text. Search hit mentioning JE Cleantech was another issuer filing, not JE Cleantech primary evidence."
1560293,TNON,"Tenon Medical, Inc.",2022-04-27,2023-04-27,https://tenonmed.com;https://tenonmed.com. the,https://tenonmed.com;https://tenonmed.com. the;https://datatracks.com;https://datatracks.com/investors;https://datatracks.com/investor-relations;https://datatracks.com/governance;https://datatracks.com/corporate-governance;https://tenonmed.com/investors;https://tenonmed.com/investor-relations;https://tenonmed.com/governance,4,found_late_sec_search_browser_confirmed,https://www.sec.gov/Archives/edgar/data/1560293/000121390023063655/def14a0823_tenonmed.htm,2023-08-04,SEC DEF 14A,"Board Diversity Matrix (As of July 18, 2023). Total Number of Directors 7. Directors Female 0, Male 7.",SEC DEF 14A checked directly and matrix text confirmed. Filing date is after due date plus 30-day grace.
1141284,ASNS,ACTELIS NETWORKS INC,2022-05-13,2023-05-13,https://actelis.com;https://actelisnetwors.com,https://actelis.com;https://actelisnetwors.com;https://actelis.com/investors;https://actelis.com/investor-relations;https://actelis.com/governance;https://actelis.com/corporate-governance;https://actelisnetworksinc.com;https://actelisnetworksinc.com/investors;https://actelisnetworksinc.com/investor-relations;https://actelisnetworksinc.com/governance,14,found_on_time_issuer_site_browser_confirmed,https://ir.actelis.com/corporate-governance/board-diversity-matrix,2023-05-13,issuer IR page,"Board Diversity Matrix for Actelis Networks, Inc. As of May 13, 2023. Total Number of Directors 5. Directors Female 2, Male 3.",Issuer IR Board Diversity Matrix page checked directly and substantive matrix text confirmed. Matrix date is within due date plus 30-day grace.
1849296,OKYO,OKYO Pharma Ltd,2022-05-17,2023-05-17,https://okyopharma.com;https://adr.com,https://okyopharma.com;https://adr.com;https://adr.com/investors;https://adr.com/investor-relations;https://adr.com/governance;https://adr.com/corporate-governance;https://okyopharma.com/investors;https://okyopharma.com/investor-relations;https://okyopharma.com/governance;https://okyopharma.com/corporate-governance,4,searched_no_substantive_matrix,,,,,Search and SEC submissions checked; OKYO Pharma 2023 and 2024 20-F filings did not contain Board Diversity Matrix text. Other hits were about related-party holdings or other issuer matrices.
1886799,,Bright Green Corp,2022-05-17,2023-05-17,https://brightgreen.us;https://virtualmeetingportal.com,https://brightgreen.us;https://virtualmeetingportal.com;https://brightgreen.us/investors;https://brightgreen.us/investor-relations;https://brightgreen.us/governance;https://brightgreen.us/corporate-governance;https://virtualmeetingportal.com/investors;https://virtualmeetingportal.com/investor-relations;https://virtualmeetingportal.com/governance;https://virtualmeetingportal.com/corporate-governance,12,found_late_sec_search_browser_confirmed,https://www.sec.gov/Archives/edgar/data/1886799/000149315223039740/formdef14a.htm,2023-11-07,SEC DEF 14A,"Board Diversity Matrix (As of June 30, 2023). Total Number of Directors: Five. Directors Female 1, Male 4.",SEC DEF 14A checked directly and matrix text confirmed. Filing date is after due date plus 30-day grace.
1892274,GV,Visionary Holdings Inc.,2022-05-17,2023-05-17,https://visiongroupca.com;https://canada.ca,https://visiongroupca.com;https://canada.ca;https://canada.ca/investors;https://canada.ca/investor-relations;https://canada.ca/governance;https://canada.ca/corporate-governance;https://visiongroupca.com/investors;https://visiongroupca.com/investor-relations;https://visiongroupca.com/governance;https://visiongroupca.com/corporate-governance,0,found_late_sec_search_browser_confirmed,https://www.sec.gov/Archives/edgar/data/1892274/000168316823005816/vedu_i20f-033123.htm,2023-08-15,SEC 20-F,"Board Diversity Matrix. Country of Principal Executive Offices: Canada. Total Number of Directors 5. Directors Female 1, Male 4.",SEC 20-F checked directly and matrix text confirmed. Filing date is after due date plus 30-day grace.
923601,RIME,"Algorhythm Holdings, Inc.",2022-05-25,2023-05-25,https://singingmachine.com,https://singingmachine.com;https://singingmachine.com/pages/investors;https://singingmachine.com/pages/investors/investors;https://singingmachine.com/pages/investors/investor-relations;https://singingmachine.com/pages/investors/governance;https://singingmachine.com/pages/investors/corporate-governance;https://singingmachine.com/investors;https://singingmachine.com/investor-relations;https://singingmachine.com/governance;https://singingmachine.com/corporate-governance,1,found_late_sec_search_browser_confirmed,https://www.sec.gov/Archives/edgar/data/923601/000149315223042672/formdef14a.htm,2023-11-24,SEC DEF 14A,"Board Diversity Matrix (as of November 22, 2023). Total Number of Directors 10. Directors Female 0, Male 10.",SEC DEF 14A checked directly and matrix text confirmed. Filing date is after due date plus 30-day grace.
1879848,PEVM,PHOENIX MOTOR INC.,2022-06-08,2023-06-08,https://phoenixmotors.com;https://phoenixmotorcars.com,https://phoenixmotors.com;https://phoenixmotorcars.com;https://edisonfuture.com;https://edisonfuture.com/investors;https://edisonfuture.com/investor-relations;https://edisonfuture.com/governance;https://edisonfuture.com/corporate-governance;https://epa.gov;https://epa.gov/investors;https://epa.gov/investor-relations,7,found_late_sec_search_browser_confirmed,https://www.sec.gov/Archives/edgar/data/1879848/000110465923119221/tm2329940-2_def14a.htm,2023-11-17,SEC DEF 14A,"Board Diversity Matrix as of November 8, 2023; Total Number of Directors 6; gender identity and demographic background categories included.","Confirmed via SEC filing text/search fallback; due 2023-06-08, first substantive located matrix in 2023-11-17 DEF 14A is late."
1468492,HSCS,HeartSciences Inc.,2022-06-15,2023-06-15,https://heartsciences.com,https://heartsciences.com;https://heartsciences.com/investors;https://heartsciences.com/investor-relations;https://heartsciences.com/governance;https://heartsciences.com/corporate-governance,3,searched_no_substantive_matrix,,,,,"Searched web and issuer site; checked HeartSciences current site/investors page and SEC 2023 DEF 14A, 2024 DEF 14A, 2023/2024/2025 10-Ks surfaced in SEC submissions; no substantive Board Diversity Matrix located. Search hit was another issuer filing mentioning HeartSciences in a director biography."
1816319,LYTHF,Lytus Technologies Holdings PTV. Ltd.,2022-06-15,2023-06-15,https://lytuscorp.com;https://lyt.com,https://lytuscorp.com;https://lyt.com;https://arcgis.com;https://arcgis.com/investors;https://arcgis.com/investor-relations;https://arcgis.com/governance;https://arcgis.com/corporate-governance;https://barcindia.co.in;https://barcindia.co.in/investors;https://barcindia.co.in/investor-relations,0,searched_no_substantive_matrix,,,,,"Searched web and issuer site; checked Lytus current site, IR governance page, 2023/2024/2025 20-Fs, and IR Foreign Board Diversity Matrix PDF. PDF is a blank Nasdaq template with headings but no company/date/director counts, so no substantive matrix evidence located."
1674440,YYAI,AIRWA INC.,2022-06-16,2023-06-16,https://connexasports.com;https://slingerbag.com,https://connexasports.com;https://slingerbag.com;https://connexasports.com/investors;https://connexasports.com/investor-relations;https://connexasports.com/governance;https://connexasports.com/corporate-governance;https://slingerbag.com/investors;https://slingerbag.com/investor-relations;https://slingerbag.com/governance;https://slingerbag.com/corporate-governance,0,found_late_sec_search_browser_confirmed,https://www.sec.gov/Archives/edgar/data/1674440/000149315224017592/formdef14a.htm,2024-05-02,SEC DEF 14A,"Board Diversity Matrix as of March 31, 2024; Total Number of Directors 5; Female 0, Male 5; African American or Black Male 1; White Male 4; LGBTQ+ 0.","Confirmed via SEC filing text/search fallback; 2023 DEF 14A and 2024/2025 10-K checks did not show earlier matrix; due 2023-06-16, 2024-05-02 DEF 14A is late."
1826376,GSUN,Golden Sun Technology Group Ltd.,2022-06-22,2023-06-22,https://goldensunedugrpltd.com;https://ir.jtyjyjt.com,https://goldensunedugrpltd.com;https://ir.jtyjyjt.com;https://ir.jtyjyjt.com/investors;https://ir.jtyjyjt.com/investor-relations;https://ir.jtyjyjt.com/governance;https://ir.jtyjyjt.com/corporate-governance;https://compsciresources.com;https://compsciresources.com/investors;https://compsciresources.com/investor-relations;https://compsciresources.com/governance,0,found_on_time_issuer_site_browser_confirmed,https://ir.jtyjyjt.com/images/boarddiversity.jpg,2023-07-20,issuer IR image matrix,"Board Diversity Matrix as of July 20, 2023; Total Number of Directors 7; Female 1, Male 6; underrepresented individual 0; LGBTQ+ 0; did not disclose demographic background 0.",Confirmed by visual inspection of issuer IR Board Diversity image linked from https://ir.jtyjyjt.com/copotate.html?type=diversity. 20-F filings checked did not contain matrix; website matrix as-of date is within due+grace.
1885827,VRAX,Virax Biolabs Group Ltd,2022-07-21,2023-07-21,https://viraxbiolabs.com;https://canfite.com,https://viraxbiolabs.com;https://canfite.com;https://canfite.com/investors;https://canfite.com/investor-relations;https://canfite.com/governance;https://canfite.com/corporate-governance;https://viraxbiolabs.com/investors;https://viraxbiolabs.com/investor-relations;https://viraxbiolabs.com/governance;https://viraxbiolabs.com/corporate-governance,10,searched_no_substantive_matrix,,,,,"Searched web and issuer/current sites; checked Virax current site/investor URL attempts, Can-Fite related-site pages, 2023/2024/2025 20-Fs, and proxy/AGM 6-K filings from 2023-2026 surfaced in SEC submissions; no substantive Board Diversity Matrix located. Search hit was third-party OutQUORUM aggregate only."
1748137,NEOV,NeoVolta Inc.,2022-07-29,2023-07-29,https://neovolta.com,https://neovolta.com;https://malonebailey.com;https://malonebailey.com/investors;https://malonebailey.com/investor-relations;https://malonebailey.com/governance;https://malonebailey.com/corporate-governance;https://neovolta.com/investors;https://neovolta.com/investor-relations;https://neovolta.com/governance;https://neovolta.com/corporate-governance,4,found_late_sec_search_browser_confirmed,https://www.sec.gov/Archives/edgar/data/1748137/000168316823007315/neovolta_def14a.htm,2023-10-20,SEC DEF 14A,"Board Diversity Matrix as of October 16, 2023; Total Number of Directors 5; Male 4, Female 1; White Male 4, White Female 1.","Confirmed in 2023 SEC DEF 14A. Wayback PDF candidate at neovolta.com/wp-content/uploads/2023/08/1-Aug-2023-NeoVolta-Board-Diversity-Matrix.pdf was inspected and appears to be a blank template, so SEC proxy is controlling substantive evidence."
1886362,MGAM,"Mobile Global Esports, Inc.",2022-07-29,2023-07-29,https://mogoesports.com,https://mogoesports.com;https://compsciresources.com;https://compsciresources.com/investors;https://compsciresources.com/investor-relations;https://compsciresources.com/governance;https://compsciresources.com/corporate-governance;https://mogoesports.com/investors;https://mogoesports.com/investor-relations;https://mogoesports.com/governance;https://mogoesports.com/corporate-governance,3,searched_no_substantive_matrix,,,,,"Searched web and current issuer domain, which appears unrelated/hijacked; checked 2023 10-K, 2024 DEF 14A, and 2024/2025/2026 10-K filings; no substantive Board Diversity Matrix located. Search results did not surface primary matrix evidence."
1913210,,Bruush Oral Care Inc.,2022-08-03,2023-08-03,https://bruush.com,https://bruush.com;https://bruush.com/investors;https://bruush.com/investor-relations;https://bruush.com/governance;https://bruush.com/corporate-governance;https://xbrl.ifrs.org;https://xbrl.ifrs.org/investors;https://xbrl.ifrs.org/investor-relations;https://xbrl.ifrs.org/governance;https://xbrl.ifrs.org/corporate-governance,3,searched_no_substantive_matrix,,,,,"Searched web and attempted current/IR Bruush domains, which no longer resolve; checked 2023 20-F and representative 2023-2025 6-K filings from SEC submissions; no substantive Board Diversity Matrix located. Search hit was third-party OutQUORUM aggregate only."
1881472,MEGL,Magic Empire Global Ltd,2022-08-05,2023-08-05,https://magicempiregloballtd.com;https://meglmagic.com,https://magicempiregloballtd.com;https://meglmagic.com;https://magicempiregloballtd.com/investors;https://magicempiregloballtd.com/investor-relations;https://magicempiregloballtd.com/governance;https://magicempiregloballtd.com/corporate-governance;https://meglmagic.com/investors;https://meglmagic.com/investor-relations;https://meglmagic.com/governance;https://meglmagic.com/corporate-governance,0,found_late_sec_search_browser_confirmed,https://www.sec.gov/Archives/edgar/data/1881472/000164117225004566/form20-f.htm,2025-04-14,SEC 20-F,"Board Diversity Matrix; Hong Kong foreign private issuer; Total Number of Directors 5; Female 1, Male 4; underrepresented individual 0; LGBTQ+ 0; did not disclose demographic background 0.","Confirmed in 2025 20-F. Earlier 2023 and 2024 20-F filings checked and did not contain matrix text; due 2023-08-05, so located publication is late."
1425355,SUIG,SUI Group Holdings Ltd.,2022-08-09,2023-08-09,https://millcityventures3.com;https://pacificstocktransfer.com,https://millcityventures3.com;https://pacificstocktransfer.com;https://millcityventures3.com/investors;https://millcityventures3.com/investors/investors;https://millcityventures3.com/investors/investor-relations;https://millcityventures3.com/investors/governance;https://millcityventures3.com/investors/corporate-governance;https://millcityventures3.com/investor-relations;https://millcityventures3.com/governance;https://millcityventures3.com/corporate-governance,0,found_late_sec_search_browser_confirmed,https://www.sec.gov/Archives/edgar/data/1425355/000165495423012379/mcvt_def14a.htm,2023-09-28,SEC DEF 14A,"Board Diversity Matrix as of August 22, 2023; Total Number of Directors 5; Female 0, Male 5; White Male 5; all other categories 0.","Confirmed in 2023 DEF 14A for Mill City Ventures III / SUI Group Holdings predecessor naming; due 2023-08-09, filing date 2023-09-28 is late."
1014763,AIMD,"Ainos, Inc.",2022-08-10,2023-08-10,https://ainos.com;https://aimd.com,https://ainos.com;https://aimd.com;https://aimd.com/investors;https://aimd.com/investor-relations;https://aimd.com/governance;https://aimd.com/corporate-governance;https://ainos.com/investors;https://ainos.com/investor-relations;https://ainos.com/governance;https://ainos.com/corporate-governance,0,found_late_sec_search_browser_confirmed,https://www.sec.gov/Archives/edgar/data/1014763/000165495424002897/aimd_10k.htm,2024-03-08,SEC 10-K,"Board Diversity Matrix as of March 7, 2024; Total Number of Directors 7; Female 1, Male 6; Asian Female 1, Asian Male 6.","Confirmed via SEC 2024 10-K after search result; 2023/2024/2025 proxy checks did not show matrix. Due 2023-08-10, 2024-03-08 publication is late."
1905956,TGL,TREASURE GLOBAL INC,2022-08-11,2023-08-11,https://treasureglobalinc.com;https://treasureglobal.co,https://treasureglobalinc.com;https://treasureglobal.co;https://alibabacloud.com;https://alibabacloud.com/investors;https://alibabacloud.com/investor-relations;https://alibabacloud.com/governance;https://alibabacloud.com/corporate-governance;https://bain.com;https://bain.com/investors;https://bain.com/investor-relations,0,found_late_sec_search_browser_confirmed,https://www.sec.gov/Archives/edgar/data/1905956/000121390024038913/ea0204060-02.htm,2024-05-02,SEC DEF 14A,"Board Diversity Matrix as of May 2, 2024; Total Number of Directors 5; Female 1, Male 4; African American or Black Male 1; Asian Female 1 and Male 1; White Male 2.","Confirmed in 2024 DEF 14A section body. 2023 and 2024 10-K checks did not contain matrix; issuer domains did not resolve. Due 2023-08-11, 2024-05-02 filing is late."
1885408,NEXR,Nexera Technologies Ltd,2022-08-26,2023-08-26,https://jeffsbrands.com,https://jeffsbrands.com;https://compsciresources.com;https://compsciresources.com/investors;https://compsciresources.com/investor-relations;https://compsciresources.com/governance;https://compsciresources.com/corporate-governance;https://jeffsbrands.com/investors;https://jeffsbrands.com/investor-relations;https://jeffsbrands.com/governance;https://jeffsbrands.com/corporate-governance,6,searched_no_substantive_matrix,,,,,"Searched web and issuer/investor/governance pages; checked Jeffs Brands/Nexera 2023, 2024, 2025, and 2026 20-F filings plus SEC filing inventory. No substantive Board Diversity Matrix located; search hits were other issuers or director biographies mentioning Jeffs Brands."
1892480,,"Hempacco Co., Inc.",2022-08-30,2023-08-30,https://hempaccoinc.com;https://hemp.com,https://hempaccoinc.com;https://hemp.com;https://convenience.org;https://convenience.org/investors;https://convenience.org/investor-relations;https://convenience.org/governance;https://convenience.org/corporate-governance;https://hemp.com/investors;https://hemp.com/investor-relations;https://hemp.com/governance,12,searched_no_substantive_matrix,,,,,"Searched web and current issuer site; checked Hempacco 2023 10-K, 2023 DEF 14C, 2024 10-K, 2024 DEF 14A, and 2024 DEF 14C. No substantive Board Diversity Matrix located; search hit was third-party OutQUORUM aggregate only."
1650101,ATXG,ADDENTAX GROUP CORP.,2022-09-01,2023-09-01,https://addentax.com;https://addentaxgroupcorp.com,https://addentax.com;https://addentaxgroupcorp.com;https://addentax.com/investors;https://addentax.com/investor-relations;https://addentax.com/governance;https://addentax.com/corporate-governance;https://addentaxgroupcorp.com/investors;https://addentaxgroupcorp.com/investor-relations;https://addentaxgroupcorp.com/governance;https://addentaxgroupcorp.com/corporate-governance,18,found_late_sec_search_browser_confirmed,https://www.sec.gov/Archives/edgar/data/1650101/000149315224021876/formdef14a.htm,2024-05-30,SEC DEF 14A,"Board Diversity Matrix as of May 20, 2024; Total Number of Directors 5; Female 0, Male 5; underrepresented individual 0; LGBTQ+ 0; did not disclose demographic background 0.","Confirmed in 2024 DEF 14A. 2023 10-K and 2024 10-K checked without matrix; issuer governance page did not expose matrix text. Due 2023-09-01, 2024-05-30 filing is late."
1712762,BIAF,"bioAffinity Technologies, Inc.",2022-09-01,2023-09-01,https://bioaffinitytech.com;https://viewproxy.com,https://bioaffinitytech.com;https://viewproxy.com;https://bioaffinitytech.com/investors;https://bioaffinitytech.com/investor-relations;https://bioaffinitytech.com/governance;https://bioaffinitytech.com/corporate-governance;https://canceratlas.cancer.org;https://canceratlas.cancer.org/investors;https://canceratlas.cancer.org/investor-relations;https://canceratlas.cancer.org/governance,6,found_late_sec_search_browser_confirmed,https://www.sec.gov/Archives/edgar/data/1712762/000149315224014522/formdef14a.htm,2024-04-15,SEC DEF 14A,"Board Diversity Matrix as of April 8, 2024; Total Number of Directors 8; Female 2, Male 6; White Female 2, White Male 6.","Confirmed in 2024 DEF 14A. 2023 DEF 14A and 2024 10-K checked without matrix; issuer site checked. Due 2023-09-01, 2024-04-15 filing is late."
1898604,VSTD,Vestand Inc.,2022-09-09,2023-09-09,https://ir.yoshiharuramen.com;https://yoshiharuramen.com,https://ir.yoshiharuramen.com;https://yoshiharuramen.com;https://ir.yoshiharuramen.com/corporate-governance/governance-documents;https://ir.yoshiharuramen.com/corporate-governance/governance-documents/investors;https://ir.yoshiharuramen.com/corporate-governance/governance-documents/investor-relations;https://ir.yoshiharuramen.com/corporate-governance/governance-documents/governance;https://ir.yoshiharuramen.com/corporate-governance/governance-documents/corporate-governance;https://ir.yoshiharuramen.com/investors;https://ir.yoshiharuramen.com/investor-relations;https://ir.yoshiharuramen.com/governance,6,found_late_sec_search_browser_confirmed,https://www.sec.gov/Archives/edgar/data/1898604/000149315223039587/formdef14a.htm,2023-11-06,SEC DEF 14A,"Board Diversity Matrix as of September 30, 2023; Total Number of Directors 4; Female 2, Male 2; Asian Female 2, Asian Male 2.","Confirmed in 2023 DEF 14A for Yoshiharu/Vestand predecessor naming. 2024 10-K checked without matrix. Due 2023-09-09, filing date 2023-11-06 is late."
1887673,WLDS,Wearable Devices Ltd.,2022-09-13,2023-09-13,https://wearabledevices.co;https://wearabledevices.co.il,https://wearabledevices.co;https://wearabledevices.co.il;https://compsciresources.com;https://compsciresources.com/investors;https://compsciresources.com/investor-relations;https://compsciresources.com/governance;https://compsciresources.com/corporate-governance;https://mudra-band.com;https://mudra-band.com/investors;https://mudra-band.com/investor-relations,6,found_on_time_issuer_pdf_browser_confirmed,https://www.wearabledevices.co.il/_files/ugd/fd494d_b8bd0202161346f58cfc2d669130c313.pdf,2023-08-04,issuer IR PDF form-field matrix,"Board Diversity Matrix for Wearable Devices Ltd.; State of Israel; Foreign Private Issuer Yes; as of 08/04/2023; Total Number of Directors 6; Female 1, Male 4; Did Not Disclose Demographic Background 1.","Confirmed via issuer IR governance page and visual/rendered inspection of PDF form fields; plain PDF text extraction missed values. SEC 2024 6-K exhibit links to same PDF; 20-Fs checked without matrix. Due 2023-09-13, 2023-08-04 is on time."
1807887,LASE,Laser Photonics Corp,2022-09-30,2023-09-30,https://laserphotonics.com;https://laser.com,https://laserphotonics.com;https://laser.com;https://ammoinc.com;https://ammoinc.com/investors;https://ammoinc.com/investor-relations;https://ammoinc.com/governance;https://ammoinc.com/corporate-governance;https://bloomberg.com;https://bloomberg.com/investors;https://bloomberg.com/investor-relations,12,searched_no_substantive_matrix,,,,,"Searched web and issuer/governance pages; checked 2023 DEF 14A, 2024 10-K, 2024 DEF 14A, and 2025 proxy result. Issuer Board Diversity Informational Document is a general rule/background document, not a completed company matrix. No substantive Board Diversity Matrix located."
1921865,ASPI,ASP Isotopes Inc.,2022-11-10,2023-11-10,https://investors.aspisotopes.com;https://aspi.com,https://investors.aspisotopes.com;https://aspi.com;https://investors.aspisotopes.com/investors;https://investors.aspisotopes.com/investor-relations;https://investors.aspisotopes.com/governance;https://investors.aspisotopes.com/corporate-governance;https://aspi.com/investors;https://aspi.com/investor-relations;https://aspi.com/governance;https://aspi.com/corporate-governance,0,found_on_time_issuer_site_browser_confirmed,https://ir.aspisotopes.com/corporate-governance/board-diversity-matrix,2023-10-23,issuer IR page indexed primary content,"Board Diversity Matrix for ASP Isotopes Inc. as of October 23, 2023; Total Number of Directors 6; Female 0, Male 6.","Primary IR page found via web search with matrix content. Browser/static HTML check on current page did not expose matrix content, suggesting client-side/stale rendering inconsistency; evidence kept at confidence 0.85. Due 2023-11-10, 2023-10-23 is on time."
