cik,ticker,legal_name,issuer_type,nasdaq_listing_date,initial_matrix_due_date,initial_matrix_publication_date,initial_matrix_source,continuation_status,continuation_date,continuation_source,continuation_source_url,continuation_form_type,continuation_confidence,matched_signal,evidence_excerpt,post_vacatur_candidate_filings,reviewed_post_vacatur_filings,fetch_failed_filings
1874178,RIVN,"Rivian Automotive, Inc. / DE",,2021-11-10,2022-11-10,2022-04-27,0001874178-22-000021,continued_other_narrative,2025-04-18,0001874178-25-000015,https://www.sec.gov/Archives/edgar/data/1874178/000187417825000015/rivn-20250418.htm,PRE 14A,0.75,"\bdiversity\b.{0,220}\b(?:director|directors|nominee|nominees|board)\b","such as serving as an officer or former officer of a publicly held company; professional and academic experience relevant to the Company’s industry, operations, business lines, and target markets; experience as a board member of another publicly held company; diversity of expertise and experience in substantive matters pertaining to the Company’s business relative to other directors; ability to make mature business judgments, including the ability to make independent analytical inquiries; and any other relevant qualifications, attributes, or skills. The Board of Directors evaluates each individual in the context of the Board of Directors as a whole, with the objective of ensuring that the Board of Directors, as a whole, has the necessary tools to perform its oversight function effectively in light of the Company’s business and structure. Stockholders may recommend individuals to the Nominating and Governance Committee for consideration as potential director candidates by submitting the names of the recommended individuals, together with appropriate biographical information and background materials, to the Nominating and Governance Committee, c/o Secretary, Rivian Automotive, Inc., 14600 Myford Road, Irvine, Californ",7,7,0
1462056,BLZE,"Backblaze, Inc.",,2021-11-11,2022-11-11,2022-04-21,0001193125-22-112978,continued_other_narrative,2025-04-14,0001140361-25-013748,https://www.sec.gov/Archives/edgar/data/1462056/000114036125013748/ny20044236x1_def14a.htm,DEF 14A,0.75,"\bdiversity\b.{0,220}\b(?:director|directors|nominee|nominees|board)\b","system experience, length of service, potential conflicts of interest, availability, other commitments and the like; industry best practices; and such other factors as the Nominating and Corporate Governance Committee may consider appropriate. With respect to diversity, the Board believes that a diverse boardroom provides a number of benefits, including greater diversity of thought which can help lead to a stronger decision-making process, enhanced breadth of personal experiences and viewpoints, and better representation of different stockholders and other stakeholders. The Board and its committees consider the effectiveness of such policies and procedures as part of its annual evaluation process. The Nominating and Corporate Governance Committee has established certain minimum qualifications for director candidates: (i) high personal and professional ethics and integrity, (ii) proven achievement and competence in the nominee’s field and the ability to exercise sound business judgment, (iii) skills that are beneficial to those of existing Board members, (iv) the ability to assist and support management and make s",7,7,0
1779372,BEAT,"HeartBeam, Inc.",,2021-11-11,2022-11-11,2022-05-02,0001779372-22-000015,continued_other_narrative,2025-03-13,0001628280-25-012614,https://www.sec.gov/Archives/edgar/data/1779372/000162828025012614/beat-20241231.htm,10-K,0.75,"\bdiversity\b.{0,220}\b(?:director|directors|nominee|nominees|board)\b","ting and reporting to the Board on the performance and effectiveness of the directors, committees and the Board as a whole; • working with the Board to determine the appropriate and desirable mix of characteristics, skills, expertise and experience, including diversity considerations, for the full Board and each committee; • annually presenting to the Board a list of individuals recommended to be nominated for election to the Board; • reviewing, evaluating, and recommending changes to the Company’s Corporate Governance Principles and Committee Charters; • recommending to the Board individuals to be elected to fill vacancies and newly created directorships; • overseeing the Company’s compliance program, including the Code of Conduct; and • overseeing and evaluating how the Company’s corporate governance and legal and regulatory compliance policies and practices, including leadership, structure, and succession planning, may affect the Company’s major risk exposures. The Nominating and Corporate Governance Committee will consist of Ms. Ortigas-Wedekind, Mr. Elfrink and Mr. Jaff. Ms. Ortigas-Wedekind will serve as chairperson. The Company’s board of directors has determined that each member of the Nominating and Corporate Governance Committee is independent within the",4,4,0
1780201,LVLU,"Lulu's Fashion Lounge Holdings, Inc.",,2021-11-11,2022-11-11,2022-04-29,0001140361-22-016935,continued_other_narrative,2025-04-14,0001140361-25-013751,https://www.sec.gov/Archives/edgar/data/1780201/000114036125013751/ny20042374x1_pre14a.htm,PRE 14A,0.75,"\bdiversity\b.{0,220}\b(?:director|directors|nominee|nominees|board)\b","s evaluates each individual in the context of the Board of Directors as a whole, with the objective of assembling a group that can best perpetuate the success of the business and represent stockholder interests through the exercise of sound judgment using its diversity of experience in these various areas. In determining whether to recommend a director for re-election, the Nominating and Corporate Governance Committee may also consider the director’s past attendance at meetings and participation in and contributions to the activities of the Board of Directors. Stockholders may recommend individuals to the Nominating and Corporate Governance Committee for consideration as potential director candidates by submitting the names of the recommended individuals, together with written consent by the potential director candidate to being named in the proxy statement, a description of any direct or indirect material interest in any material contract or agreement between the stockholder nominating the potential director candidate and the potential director candidate, and appropriate biographical information and background materials, including a completed and signed questionnaire, representation and agreement, as provided in Lulus’ Amended and Restated Bylaws to the Nominating and Corporate Go",8,8,0
1787740,VBIO,"Valion Bio, Inc.",,2021-11-11,2022-11-11,2022-05-02,0001140361-22-017248,continued_other_narrative,2025-03-21,0000950170-25-043234,https://www.sec.gov/Archives/edgar/data/1787740/000095017025043234/tivc-20241231.htm,10-K,0.75,"\bdiversity\b.{0,220}\b(?:director|directors|nominee|nominees|board)\b","than the foregoing, there are no stated minimum criteria for director nominees, although the Nominations and Corporate Governance Committee may also consider such other factors as it deems to be in the Company’s and its stockholders’ best interests, including diversity. The Nominations and Corporate Governance Committee does, however, believe it appropriate for at least one member of the Board to meet the criteria for an “audit committee financial expert,” as defined by Commission rules, and for a majority of the members of the Board to meet the definition of an “independent director” under Nasdaq listing standards. The Nominations and Corporate Governance Committee also believes it is appropriate for our chief executive officer to serve on our Board. The Nominations and Corporate Governance Committee identifies nominees by first evaluating the current members of the relevant class of our Board that are willing to continue in service. Current members of our Board with skills and experience that are relevant to our business and who are willing to continue in service are considered for re-nomination, but the committee at all times seeks to balance the value of continuity of service by existing members of the Board with that of o",11,11,0
1851657,,"Vaxxinity, Inc.",,2021-11-11,2022-11-11,2022-05-02,0001562762-22-000201,no_post_vacatur_relevant_filing,,,,,0.65,,,0,0,0
1861522,,KIDPIK CORP.,,2021-11-11,2022-11-11,2022-05-02,0001493152-22-011826,no_post_vacatur_relevant_filing,,,,,0.65,,,0,0,0
1567900,ALOY,REALLOYS INC.,,2021-11-12,2022-11-12,2022-08-24,0001437749-22-021244,continued_same_matrix,2024-12-13,0001437749-24-037441,https://www.sec.gov/Archives/edgar/data/1567900/000143774924037441/blkbx20241212_def14a.htm,DEF 14A,0.85,Board Diversity Matrix;Total Number of Directors,"ny. Board Composition and Diversity The following table sets forth certain diversity statistics as self-reported by the current members of the Board. Each of the categories listed in the below table has the meaning as it is used in the Nasdaq Rules. Board Diversity Matrix for Blackboxstocks, Inc. (As of December 13, 2024) Total Number of Directors 5 Female Male Part I: Gender Identity Directors 1 4 Part II: Demographic Background White 1 4 LGBTQ+ -- -- Board Meetings and Attendance During fiscal year 2023, the Board held 4 telephonic meetings. No incumbent director attended fewer than 75% of the aggregate of all meetings of the Board, for which at the time of the meeting they were a member of the Board. The Board also approved certain actions by unanimous written consent. Annual Meeting Attendance During fiscal year 2023, the Company held an Annual Meeting of Stockholders on December 29, 2023. Though attendance is encouraged, the Company does not currently maintain a policy with regard to Board members’ attendance at the Annual Meeting of Stockholders. 4 Board members attended our 2023 annual meeting of stockholders. Family Relation",7,1,0
1649739,BAFN,BayFirst Financial Corp.,,2021-11-12,2022-11-12,2022-04-07,0001649739-22-000137,continued_other_narrative,2025-04-04,0001649739-25-000110,https://www.sec.gov/Archives/edgar/data/1649739/000164973925000110/def14a-proxy2025.htm,DEF 14A,0.75,"\bdiversity\b.{0,220}\b(?:director|directors|nominee|nominees|board)\b","ility to serve as effective Board members and to determine whether they are independent in accordance with applicable SEC and Nasdaq rules (to ensure that, at all times, at least a majority of our directors are independent). Although we do not have a separate diversity policy, the Nominating Committee may consider the diversity of the Company’s directors and nominees in terms of knowledge, experience, skills, expertise, and other factors that may contribute to the effectiveness of our Board. 10 Our Nominating Committee has adopted a written charter, which sets forth the committee’s duties and responsibilities. This charter is available in the Investor Relations section of our website at www.bayfirstfinancial.com . Bank Directors The Board of Directors of the Bank is comprised of each Company director except for Mark S. Berset. Board Recommendation Our Board recommends that our shareholders vote “for” the nominees named above. PROPOSAL TWO ADJOURNMENT OF THE ANNUAL MEETING General The Board of Directors is asking for your approval to adjourn the Annual Meeting in the event that there are an insufficient number of votes to approve Proposal 1 at the Annual Meeting. In order to permit proxies to be voted",4,4,0
1718224,BTBD,"BT Brands, Inc.",,2021-11-12,2022-11-12,2023-12-05,https://www.sec.gov/Archives/edgar/data/1718224/000147793223009378/btb_def14a.htm,not_continued_in_reviewed_filings,,,,,0.7,,,3,3,0
1850453,,Mynaric AG,,2021-11-12,2022-11-12,2022-05-06,0001193125-22-143674,not_continued_in_reviewed_filings,,,,,0.7,,,15,15,0
1676238,BRZE,"Braze, Inc.",,2021-11-17,2022-11-17,2022-05-18,0001140361-22-019788,continued_other_narrative,2025-05-15,0001140361-25-019268,https://www.sec.gov/Archives/edgar/data/1676238/000114036125019268/ny20045978x1_def14a.htm,DEF 14A,0.75,"\bdiversity\b.{0,220}\b(?:director|directors|nominee|nominees|board)\b","our board of directors or the board of directors may reduce its size. Our nominating and corporate governance committee seeks to assemble a board that, as a whole, possesses the appropriate balance of professional and industry knowledge, financial expertise, diversity and high-level management experience necessary to oversee and direct our business. To that end, the committee has identified and evaluated nominees in the broader context of the board’s overall composition, with the goal of recruiting members who possess relevant expertise and experience upon which to be able to offer advice and guidance to management, have sufficient time to devote to the affairs of Braze, demonstrate excellence in his or her field, have the ability to exercise sound business judgment, have experience as a board member or executive officer of another publicly held company, and have the commitment to rigorously represent the long-term interests of our stockholders. To provide a mix of experience and perspective on the board, the committee also takes into account diversity (including diversity of gender, ethnic background and country of origin), skills and such other factors that it deems appropriate to maintain a balance of knowledge, experience and capability on the board. The biographies below under",7,7,0
1840416,SSM,Sono Group N.V.,,2021-11-17,2022-11-17,,,not_continued_in_reviewed_filings,,,,,0.7,,,8,8,0
1878848,IREN,IREN Ltd,,2021-11-17,2022-11-17,2022-09-13,0001140361-22-033208,continued_other_narrative,2025-09-22,0001140361-25-035738,https://www.sec.gov/Archives/edgar/data/1878848/000114036125035738/ny20053824x1_pre14a.htm,PRE 14A,0.75,"\bdiversity\b.{0,220}\b(?:director|directors|nominee|nominees|board)\b","inance and marketing; senior leadership experience; and international experience. The Board then determines whether a nominee’s background, experience, personal characteristics and skills will advance the Board’s goal of creating and sustaining a Board with a diversity of perspectives and viewpoints that can support and oversee IREN’s complex activities. 8 TABLE OF CONTENTS Board of Directors Leadership Structure The Board periodically evaluates our leadership structure and the combination or separation of the chief executive officer and chair of the board of director roles. The combination or separation of the chief executive officer and chair of the board of director roles is and will be driven by IREN’s governance and leadership needs at any point in time. At this time, IREN has two chief executive officers, Daniel Roberts and William Roberts (the “ Co-Chief Executive Officers ”), and a separate Chair of the Board, David Bartholomew, who is independent. IREN believes that having an independent Chair provides strong independent leadership and oversight for IREN and the Board. We believe that the separation of the Chair and Co-Chief Executive Officer positions allows our independent Chair to focus on the governance of the Board, Board meeting agenda plann",25,25,0
1769697,FNUC,Frontier Nuclear & Minerals Inc.,,2021-11-19,2022-11-19,,,not_continued_in_reviewed_filings,,,,,0.7,,,81,40,0
1815436,,Advanced Health Intelligence Ltd,,2021-11-19,2022-11-19,2023-01-31,https://www.sec.gov/Archives/edgar/data/1815436/000121390023007932/f20f2022_advancedhealth.htm,not_continued_in_reviewed_filings,,,,,0.7,,,2,2,0
1876581,IMPP,Imperial Petroleum Inc./Marshall Islands,,2021-11-23,2022-11-23,,,not_continued_in_reviewed_filings,,,,,0.7,,,14,14,0
1187953,CELZ,"CREATIVE MEDICAL TECHNOLOGY HOLDINGS, INC.",,2021-12-06,2022-12-06,2022-12-08,https://web.archive.org/web/20221208001234/https://creativemedicaltechnology.com/board-diversity-matrix/,continued_other_narrative,2025-10-30,0001477932-25-007803,https://www.sec.gov/Archives/edgar/data/1187953/000147793225007803/celz_def14a.htm,DEF 14A,0.75,\bboard diversity\b,"idates for membership on the Board. In evaluating such recommendations, the corporate governance and nominating committee will address the membership criteria set forth above. Although our Board of Directors does not maintain a specific policy with respect to board diversity, our Board of Directors believes that it should be a diverse body, and our corporate governance and nominating committee considers a broad range of backgrounds and experiences. In making determinations regarding nominations of directors, our corporate governance and nominating committee may take into account the benefits of diverse viewpoints. Our corporate governance and nominating committee also considers these and other factors as it oversees the annual Board of Directors and committee evaluations. After completing its review and evaluation of director candidates, our corporate governance and nominating committee recommends to our full Board of Directors the director nominees for selection. Code of Ethics and Insider Trading Policy We have adopted a Code of Business Conduct and Ethics (the “Code”) that applies to our directors, office",11,11,0
1862150,CING,Cingulate Inc.,,2021-12-08,2022-12-08,2022-04-22,0001493152-22-010723,continued_other_narrative,2025-03-27,0001641172-25-000970,https://www.sec.gov/Archives/edgar/data/1862150/000164117225000970/form10-k.htm,10-K,0.75,"\bdiversity\b.{0,220}\b(?:director|directors|nominee|nominees|board)\b","ved only for cause, and that any vacancy on our Board, including a vacancy resulting from an enlargement of our Board, may be filled only by vote of a majority of our directors then in office. We do not have a formal policy with regard to the consideration of diversity in identifying director nominees. The Board evaluates each individual in the context of the Board as a whole, with the objective of assembling a group that can best perpetuate the success of the business and represent stockholder interests through the exercise of sound judgment using its diversity of experience in these various areas. Audit Committee and Audit Committee Financial Expert Our Audit Committee consists of Messrs. Ervin, Lawrence and Roberts, with Mr. Roberts serving as the Chairman of the Audit Committee. Our Board has determined that the three directors currently serving on our Audit Committee are independent within the meaning of the NASDAQ Marketplace Rules and Rule 10A-3 under the Exchange Act. In addition, our Board has determined that Mr. Roberts qualifies as an audit committee financial expert within the meaning of SEC regulations and The NASDAQ Marketplace Rules. 116 Delinquent Section 16(a) Reports Section 16(a)",13,13,0
1720671,,"HashiCorp, Inc.",,2021-12-09,2022-12-09,,,no_post_vacatur_relevant_filing,,,,,0.65,,,0,0,0
1875091,NRSN,NeuroSense Therapeutics Ltd.,,2021-12-09,2022-12-09,2023-01-08,https://web.archive.org/web/20230327150705/https://neurosense.investorroom.com/download/NRSN+-+Diversity+Matrix.pdf,continued_other_narrative,2025-04-07,0001213900-25-029464,https://www.sec.gov/Archives/edgar/data/1875091/000121390025029464/ea0237295-20f_neuro.htm,20-F,0.75,"\b(?:director|directors|nominee|nominees|board)\b.{0,220}\bdiversity\b","ctices fail to meet regulatory requirements or investor, customer, consumer, employee or other shareholders’ evolving expectations and standards for responsible corporate citizenship in areas including environmental stewardship, support for local communities, board of Directors and employee diversity, human capital management, employee health and safety practices, product quality, supply chain management, corporate governance and transparency, our reputation, brand and employee retention may be negatively impacted, and our customers and suppliers may be unwilling to continue to do business with us. 42 Customers, consumers, investors and other shareholders are increasingly focusing on environmental issues, including climate change, energy and water use, plastic waste and other sustainability concerns. Concern over climate change may result in new or increased legal and regulatory requirements to reduce or mitigate impacts to the environment. Changing customer and consumer preferences or increased regulatory requirements may result in increased demands or requirements regarding plastics and packaging materials, including single-use and",40,40,0
1084267,MOBQ,"Mobiquity Technologies, Inc.",,2021-12-10,2022-12-10,2022-12-14,https://mobiquitytechnologies.com/wp-content/uploads/2023/04/MOBQ-Board-Diversity-Matrix-2022.pdf,not_continued_in_reviewed_filings,,,,,0.7,,,2,2,0
1838716,GNTA,Genenta Science S.p.A.,,2021-12-15,2022-12-15,,,not_continued_in_reviewed_filings,,,,,0.7,,,23,23,0
1191070,NEUP,Neuphoria Therapeutics Inc.,,2021-12-16,2022-12-16,2022-10-14,0000950170-22-019563,not_continued_in_reviewed_filings,,,,,0.7,,,9,9,0
1873835,IMMX,"Immix Biopharma, Inc.",,2021-12-16,2022-12-16,2024-04-30,https://www.sec.gov/Archives/edgar/data/1873835/000149315224017060/formdef14a.htm,continued_other_narrative,2025-04-30,0001641172-25-006711,https://www.sec.gov/Archives/edgar/data/1873835/000164117225006711/formdef14a.htm,DEF 14A,0.75,\bboard diversity\b,"at may be served by a director; however, in connection with evaluating recommendations for nomination for reelection, the Board of Directors considers director tenure. We value diversity on a company-wide basis but have not adopted a specific policy regarding Board diversity. 13 PROPOSAL 1 ELECTION OF DIRECTORS At the Annual Meeting, the stockholders will elect eight directors to hold office until the 2026 Annual Meeting. Directors are elected by a plurality of votes cast by stockholders. In the event the nominees are unable or unwilling to serve as directors at the time of the Annual Meeting, the proxies will be voted for any substitute nominees designated by the present Board or the proxy holders to fill such vacancy, or for the balance of the nominees named without nomination of a substitute, or the size of the Board will be reduced in accordance with the Bylaws of the Company. The Board has no reason to believe that the persons named below will be unable or unwilling to serve as nominees or as directors if elected. Assuming a quorum is present, the eight nominees receiving the highest number of affirmati",9,9,0
1468929,NXGL,"NEXGEL, INC.",,2021-12-22,2022-12-22,2022-07-18,0001493152-22-019575,continued_same_matrix,2025-04-30,0001641172-25-007863,https://www.sec.gov/Archives/edgar/data/1468929/000164117225007863/def14a.htm,DEF 14A,0.85,Board Diversity Matrix;Total Number of Directors,"optimal size and composition of the Board to allow it to operate nimbly and efficiently, while maintaining new ideas, expertise, experience and diversity among its membership. We currently have no females or underrepresented minorities on our Board. Board Diversity Matrix (as of April 30, 2025) Total Number of Directors 5 Female Male Part I: Gender Identity 0 5 Part II: Demographic Background White 0 5 The biographies of the Company Nominees are as follows: Adam Levy . Mr. Levy has served as our Chief Executive Officer and President since September 10, 2019 and was our Chief Financial Officer from December 31, 2019 until June 1, 2021. Mr. Levy has also served on our Board since September 9, 2021. Mr. Levy was an investment banker associated with Cova Capital for six years prior to joining NexGel and has significant capital markets experience. Prior to that, he was the president and CEO of Warlock Records Inc. and its related companies from its inception in 1985. While at Warlock, he led the successful turn-around of several financially distressed music companies as part of a roll up strategy. Mr. Levy has expertise in consumer produ",7,2,0
1070050,APCX,AppTech Payments Corp.,,2022-01-06,2023-01-06,2023-03-21,https://www.sec.gov/Archives/edgar/data/1070050/000190359623000206/apcx_def14a.htm,continued_same_matrix,2025-04-17,0001683168-25-002670,https://www.sec.gov/Archives/edgar/data/1070050/000168316825002670/apptech_idef14a.htm,DEF 14A,0.95,Board Diversity Matrix;Total Number of Directors;Did Not Disclose Gender;Did Not Disclose Demographic Background,"9 X C X 2026 II 6 Board Diversity In accordance with the Nasdaq listing rules, the Board has self-identified a number of attributes that identify its members’ diversity. The following is a matrix showing the makeup of those self-reported attributes: Board Diversity Matrix (As of the Record Date) Total Number of Directors 5 Female Male Non-Binary Did Not Disclose Gender Part I: Gender Identity Directors – 5 – – Part II: Demographic Background African American or Black – – – – Alaskan Native or Native American – – – – Asian – 1 – – Hispanic or Latinx – – – – Native Hawaiian or Pacific Islander – – – – White – 4 – – Two or More Races or Ethnicities – – – – LGBTQ+ – Did Not Disclose Demographic Background – The primary responsibilities of each committee are described below. Audit Committee In 2024 and until December 13, 2024, Mengyin H. Liang ‘Roz Huang’, William Huff, and Michael O’Neal served on the audit committee, which William Huff chaired, at which time they all resigned. On December 30, 2024, the Board of Directors appointed a new audit committee, comprising Albert L. Lord, Thomas J. Kozlowski, Jr., and Calvin D. Walsh, with Thom",7,2,0
1658551,AMLX,"Amylyx Pharmaceuticals, Inc.",,2022-01-07,2023-01-07,2023-04-27,https://www.sec.gov/Archives/edgar/data/1658551/000095017023015261/amlx-def14a-2023-proxy.htm,continued_other_narrative,2025-03-04,0000950170-25-031309,https://www.sec.gov/Archives/edgar/data/1658551/000095017025031309/amlx-20241231.htm,10-K,0.75,"\bdiversity\b.{0,220}\b(?:director|directors|nominee|nominees|board)\b","As we advance novel drug candidates in our pipeline, we will attempt to ensure equal access for all to clinical trials and, in particular, we will attempt to conduct clinical trials comprised of a diverse set of people impacted by the disease. As an employer, diversity is also important, including having representation of diverse views and backgrounds at the highest levels of the organization. Three of our eight senior executives are women, and two of our seven board members are women. We care deeply about supporting and investing in our people. Employee benefits are an important part of total rewards, and we’re pleased to offer a comprehensive package to enable our employees’ best work and help support their health, family, and way of life. Our range of medical plans provides comprehensive coverage for our employees and their families with the flexibility to choose what will best suit their needs. We also offer dental and vision insurance. We complement these offerings with options for a Flexible Spending Account, or FSA, or Health Savings Account, or HSA for eligible medical expenses, Dependent Care FSA for child or elder care expenses, and a Limited Purpose FSA for dental and vision expenses. In addition to the competitive benefits above, we offer: • Hybrid Work Environment: We are primarily remot",6,6,0
1827087,,"Vigil Neuroscience, Inc.",,2022-01-07,2023-01-07,2022-04-28,0001193125-22-127499,continued_other_narrative,2025-03-31,0001193125-25-067733,https://www.sec.gov/Archives/edgar/data/1827087/000119312525067733/d918323ddef14a.htm,DEF 14A,0.75,\bboard diversity\b,"ce committee recommends candidates for the board of directors’ approval to fill a vacancy or as director nominees for election to the board of directors by our stockholders each year in the class of directors whose term expires at the relevant annual meeting. Board Diversity Policies Our Director Guidelines provide that the value of diversity should be considered in determining director candidates as well as other factors such as a candidate’s character, judgment, skills, education, expertise and absence of conflicts of interest. Our priority in selection of board members is identification of members who will further the interests of our stockholders through their established records of professional accomplishment, their ability to contribute positively to the collaborative culture among board members, and their knowledge of our business and understanding of the competitive landscape in which we operate and adherence to high ethical standards. The nominating and corporate governance committee and the full board of directors are committed to creating a board of directors with diversity, including diversity of",8,8,0
1868734,,"CinCor Pharma, Inc.",,2022-01-07,2023-01-07,,,no_post_vacatur_relevant_filing,,,,,0.65,,,0,0,0
1874875,HOUR,"Hour Loop, Inc",,2022-01-07,2023-01-07,2023-02-20,https://ir.hourloop.com/corporate-governance/board-of-directors/,continued_other_narrative,2025-03-27,0001641172-25-000930,https://www.sec.gov/Archives/edgar/data/1874875/000164117225000930/form10-k.htm,10-K,0.75,"\b(?:director|directors|nominee|nominees|board)\b.{0,220}\bdiversity\b","rector Nominations Our full Board of Directors recommends candidates for nomination for election at the annual meeting of the stockholders. We have not formally established any specific, minimum qualifications that must be met or skills that are necessary for directors to possess. In general, in identifying and evaluating nominees for director, the Board of Directors considers educational background, diversity of professional experience, knowledge of our business, integrity, professional reputation, independence, wisdom, and the ability to represent the best interests of our stockholders. Compensation Committee Interlocks and Insider Participation Because we are a “controlled company” within the meaning of Nasdaq corporate governance standards, we are not required to have, and do not currently have, a compensation committee. None of our executive officers serves on the board of directors or compensation committee of a company that has an executive officer that serves on our board or compensation committee. No member of our board is an executive officer of a company in which one of our executive officers serves as a member of the board of directors or compensation committee of that company. 58 Code of Ethics The Company has adopted a Code of Et",4,4,0
1861657,CNTN,"Canton Strategic Holdings, Inc.",,2022-01-12,2023-01-12,,,continued_other_narrative,2025-04-30,0001641172-25-007859,https://www.sec.gov/Archives/edgar/data/1861657/000164117225007859/formdef14a.htm,DEF 14A,0.75,\bboard diversity\b,"at may be served by a director; however, in connection with evaluating recommendations for nomination for reelection, the Board of Directors considers director tenure. We value diversity on a company-wide basis but have not adopted a specific policy regarding Board diversity. PROPOSAL 1 ELECTION OF DIRECTORS Our Board of Directors (the “Board”) currently consists of nine members, seven of whom have been re-nominated for election at the Annual Meeting. Each of Leonard Mazur and Lynne Bui decided not to stand for re-election. At the Annual Meeting, the stockholders will elect seven directors to hold office until the 2026 Annual Meeting. Directors are elected by a plurality of votes cast by stockholders. In the event the nominees are unable or unwilling to serve as directors at the time of the Annual Meeting, the proxies will be voted for any substitute nominees designated by the present Board or the proxy holders to fill such vacancy, or for the balance of the nominees named without nomination of a substitute, or the size of the Board will be reduced in accordance with the Bylaws of the Company. The Board has",11,11,0
1880661,TPG,TPG Inc.,,2022-01-13,2023-01-13,2023-04-03,https://www.sec.gov/Archives/edgar/data/1880661/000188066123000021/tpg-20230403.htm,continued_other_narrative,2025-02-18,0001880661-25-000014,https://www.sec.gov/Archives/edgar/data/1880661/000188066125000014/tpg-20241231.htm,10-K,0.75,"\bdiversity\b.{0,220}\b(?:director|directors|nominee|nominees|board)\b","lines in accordance with the corporate governance rules of Nasdaq. These guidelines cover a number of areas, including director responsibilities, director elections and re-elections, composition of the board of directors, including director qualifications and diversity and board committees, executive sessions, director access to management and, as necessary and appropriate, independent advisors, director orientation and continuing education, board materials, management succession and evaluations of the board of directors and the board’s committees. A copy of our corporate governance guidelines is available on our website at www.tpg.com. Item 11. Executive Compensation Information relating to our executive officer and director compensation and the compensation committee of the board of directors will be in the 2025 Proxy Statement under the caption “Executive Compensation” and is incorporated in this Form 10-K by reference. Item 12. Security Ownership of Certain Beneficial Owner and Management and Related Stockholder Matters Information relating to securities authorized for issuance under equity compensation plans, security ownership of certain beneficial owners of our common stock and information relating to the security ownership of our management will be in the 2025 Proxy Statem",6,6,0
1836242,TKLF,"Tokyo Lifestyle Co., Ltd.",,2022-01-18,2023-01-18,2022-08-15,0001213900-22-048050,not_continued_in_reviewed_filings,,,,,0.7,,,12,12,0
1777319,CISO,"CISO Global, Inc.",,2022-01-18,2023-01-18,,,continued_other_narrative,2025-03-31,0001641172-25-001660,https://www.sec.gov/Archives/edgar/data/1777319/000164117225001660/form10-k.htm,10-K,0.75,"\b(?:director|directors|nominee|nominees|board)\b.{0,220}\bdiversity\b","tee is to ensure that our directors possess a variety of perspectives and skills derived from high-quality business and professional experience. The Governance and Nominating Committee seeks to achieve a balance of knowledge, experience, and capability on our Board of Directors. To this end, the Governance and Nominating Committee seeks nominees with the highest professional and personal ethics and values, an understanding of our business and industry, diversity of business experience and expertise, a high level of education, broad-based business acumen, and the ability to think strategically. Although the Governance and Nominating Committee uses these and other criteria to evaluate potential nominees to our Board of Directors, it has no stated minimum criteria for such nominees. The Governance and Nominating Committee does not use different standards to evaluate nominees depending on whether they are proposed by our directors and management or by our stockholders. To date, we have not paid any third parties to assist us in this process. Code of Ethics We have adopted a Code of Ethics and Business Conduct (“Code of Ethics”) that sets forth various policies and procedures to promote ethical behavior and that applies to all our directors, officers and employees. The Code of Ethics is publicly avai",6,6,0
1864943,FGI,FGI Industries Ltd.,,2022-01-25,2023-01-25,2023-04-27,https://www.sec.gov/Archives/edgar/data/1864943/000155837023007097/tmb-20220601xdef14a.htm,continued_other_narrative,2025-03-31,0001628280-25-015656,https://www.sec.gov/Archives/edgar/data/1864943/000162828025015656/fgi-20241231.htm,10-K,0.75,"\bdiversity\b.{0,220}\b(?:director|directors|nominee|nominees|board)\b","e that the performance of our company is impacted by our human capital management, and as a result we consistently work to attract, select, develop, engage and retain strong, diverse talent. We are focused on three key strategic talent priorities: leadership, diversity, equity and inclusion, and our future workforce. Our Human Resources Department is responsible for developing and executing our human capital strategy and provides regular updates to our Board of Directors’ Organization and Compensation Committee on our progress toward the achievement of our strategic initiatives. We believe that all of our human capital initiatives work together to assure we have an environment where our employees are engaged, feel a sense of belonging, and can reach their full potential. The safety of our employees is integral to our company. In support of our safety efforts, we identify, assess and investigate incidents and injury data, and each year set goals to improve key safety performance indicators. We train, promote, consult and communicate with our workforce in this process. Corporate History and Information We were incorporated in the Cayman Islands on May 26, 2021 in connection with a reorganization (the “Reorganization”) of our parent company, Foremost, and its affiliates, pursuant to which, among other actio",5,5,0
