bucket,confidence,cik,ticker,legal_name,nasdaq_listing_date,initial_matrix_due_date,due_plus_30_grace,initial_matrix_status,initial_matrix_publication_date,initial_matrix_source,current_review_status,current_evidence_url,current_evidence_type,current_evidence_excerpt,committed_current_sec_status,committed_current_sec_found_date,committed_current_sec_found_url,committed_wayback_status,committed_wayback_found_date,committed_wayback_found_url,committed_fts_status,review_reason,review_notes
no_release_found_after_checks,medium,1769697,FNUC,Frontier Nuclear & Minerals Inc.,2021-11-19,2022-11-19,2022-12-19,not_located,,,searched_no_substantive_matrix,,,,not_found_in_current_sec_filings,,,not_found,,,not_found,"No substantive primary matrix located after SEC, committed-check FTS/Wayback, website candidates, and manual/browser review where applicable.","Web search for Frontier Nuclear/Snow Lake plus Board Diversity Matrix returned governance/news pages, no substantive matrix evidence."
released_after_required_window,high,1815436,,Advanced Health Intelligence Ltd,2021-11-19,2022-11-19,2022-12-19,published_late,2023-01-31,https://www.sec.gov/Archives/edgar/data/1815436/000121390023007932/f20f2022_advancedhealth.htm,found_late_sec_search_browser_confirmed,https://www.sec.gov/Archives/edgar/data/1815436/000121390023007932/f20f2022_advancedhealth.htm,edgar_filing,Board Diversity Matrix. Total Number of Directors 7. Directors Female 2 Male 5.,not_found_in_current_sec_filings,,,no_company_url,,,not_found,Published matrix date is after due+30 grace.,Browser confirmed substantive SEC 20-F matrix; late versus initial due date.
no_release_found_after_checks,medium,1876581,IMPP,Imperial Petroleum Inc./Marshall Islands,2021-11-23,2022-11-23,2022-12-23,not_located,,,searched_no_substantive_matrix,,,,not_found_in_current_sec_filings,,,not_found,,,not_found,"No substantive primary matrix located after SEC, committed-check FTS/Wayback, website candidates, and manual/browser review where applicable.","Web search for Imperial Petroleum plus Board Diversity Matrix returned C3is/third-party references and aggregate sources, not Imperial own matrix."
released_in_required_window,high,1187953,CELZ,"CREATIVE MEDICAL TECHNOLOGY HOLDINGS, INC.",2021-12-06,2022-12-06,2023-01-05,published_on_time,2022-12-08,https://web.archive.org/web/20221208001234/https://creativemedicaltechnology.com/board-diversity-matrix/,,https://web.archive.org/web/20221208001234/https://creativemedicaltechnology.com/board-diversity-matrix/,,https://web.archive.org/web/20221208001234/https://creativemedicaltechnology.com/board-diversity-matrix/,,,,found,2022-12-06,https://web.archive.org/web/20221206/https://creativemedicaltechnology.com,not_found,Published matrix date is on/before due+30 grace.,
released_in_required_window,high,1862150,CING,Cingulate Inc.,2021-12-08,2022-12-08,2023-01-07,published_on_time,2022-04-22,0001493152-22-010723,,0001493152-22-010723,,0001493152-22-010723,,,,,,,,Published matrix date is on/before due+30 grace.,
no_release_found_after_checks,medium,1720671,,"HashiCorp, Inc.",2021-12-09,2022-12-09,2023-01-08,not_located,,,searched_no_substantive_matrix,,,,not_found_in_current_sec_filings,,,not_found,,,not_found,"No substantive primary matrix located after SEC, committed-check FTS/Wayback, website candidates, and manual/browser review where applicable.","Web search for HashiCorp plus Board Diversity Matrix returned aggregate/third-party and other-company references, not a primary HashiCorp matrix."
released_in_required_window,high,1875091,NRSN,NeuroSense Therapeutics Ltd.,2021-12-09,2022-12-09,2023-01-08,published_on_time,2023-01-08,https://web.archive.org/web/20230327150705/https://neurosense.investorroom.com/download/NRSN+-+Diversity+Matrix.pdf,,https://web.archive.org/web/20230327150705/https://neurosense.investorroom.com/download/NRSN+-+Diversity+Matrix.pdf,,https://web.archive.org/web/20230327150705/https://neurosense.investorroom.com/download/NRSN+-+Diversity+Matrix.pdf,,,,found,2023-01-08,https://web.archive.org/web/20230108/https://neurosense.investorroom.com,not_found,Published matrix date is on/before due+30 grace.,
released_in_required_window,high,1084267,MOBQ,"Mobiquity Technologies, Inc.",2021-12-10,2022-12-10,2023-01-09,published_on_time,2022-12-14,https://mobiquitytechnologies.com/wp-content/uploads/2023/04/MOBQ-Board-Diversity-Matrix-2022.pdf,found_on_time_issuer_pdf_browser_confirmed,https://mobiquitytechnologies.com/wp-content/uploads/2023/04/MOBQ-Board-Diversity-Matrix-2022.pdf,issuer_pdf,"Board Diversity Matrix for Mobiquity Technologies, Inc. As of December 14, 2022. Total Number of Directors 5. Directors Female 1 Male 4.",not_found_in_current_sec_filings,,,not_found,,,not_found,Published matrix date is on/before due+30 grace.,Browser found issuer PDF link; local PDF extraction confirmed substantive matrix. Within grace window.
partial_or_unretrieved_primary_evidence,low,1838716,GNTA,Genenta Science S.p.A.,2021-12-15,2022-12-15,2023-01-14,not_located,,,candidate_file_unretrieved,https://genenta.gcs-web.com/governance/documents-charters,issuer_governance_candidate,,not_found_in_current_sec_filings,,,not_found,,,not_found,"Primary matrix candidate/link found, but file could not be retrieved or values not extracted.","Search result reports Genenta Board Diversity Matrix 2024 PDF; Browser/direct fetch failed or hung, so not inserted yet."
released_in_required_window,high,1191070,NEUP,Neuphoria Therapeutics Inc.,2021-12-16,2022-12-16,2023-01-15,published_on_time,2022-10-14,0000950170-22-019563,,0000950170-22-019563,,0000950170-22-019563,,,,,,,,Published matrix date is on/before due+30 grace.,
released_after_required_window,high,1873835,IMMX,"Immix Biopharma, Inc.",2021-12-16,2022-12-16,2023-01-15,published_late,2024-04-30,https://www.sec.gov/Archives/edgar/data/1873835/000149315224017060/formdef14a.htm,found_late_sec_search_browser_confirmed,https://www.sec.gov/Archives/edgar/data/1873835/000149315224017060/formdef14a.htm,edgar_filing,"Board Diversity Matrix as of April 22, 2024. Total Number of Directors 8. Directors Female 4 Male 4.",not_found_in_current_sec_filings,,,not_found,,,not_found,Published matrix date is after due+30 grace.,Browser confirmed substantive SEC proxy matrix; late versus initial due date.
released_in_required_window,high,1468929,NXGL,"NEXGEL, INC.",2021-12-22,2022-12-22,2023-01-21,published_on_time,2022-07-18,0001493152-22-019575,,0001493152-22-019575,,0001493152-22-019575,,,,,,,,Published matrix date is on/before due+30 grace.,
released_after_required_window,high,1070050,APCX,AppTech Payments Corp.,2022-01-06,2023-01-06,2023-02-05,published_late,2023-03-21,https://www.sec.gov/Archives/edgar/data/1070050/000190359623000206/apcx_def14a.htm,found_late_sec_search_browser_confirmed,https://www.sec.gov/Archives/edgar/data/1070050/000190359623000206/apcx_def14a.htm,SEC DEF 14A,"Board Diversity Matrix (As of the Record Date). Total Number of Directors 7. Directors Female 1, Male 6.",found_current_sec_matrix,2025-04-17,https://www.sec.gov/Archives/edgar/data/1070050/000168316825002670/apptech_idef14a.htm,not_found,,,not_found,Published matrix date is after due+30 grace.,Web search found SEC DEF 14A; archive document checked directly and matrix text confirmed. Filing date is after due date plus 30-day grace.
released_after_required_window,high,1658551,AMLX,"Amylyx Pharmaceuticals, Inc.",2022-01-07,2023-01-07,2023-02-06,published_late,2023-04-27,https://www.sec.gov/Archives/edgar/data/1658551/000095017023015261/amlx-def14a-2023-proxy.htm,found_late_sec_search_browser_confirmed,https://www.sec.gov/Archives/edgar/data/1658551/000095017023015261/amlx-def14a-2023-proxy.htm,SEC DEF 14A,"Board Diversity Matrix (As of April 27, 2023). Total Number of Directors 6. Directors Female 2, Male 4.",not_found_in_current_sec_filings,,,not_found,,,not_found,Published matrix date is after due+30 grace.,Web search found SEC DEF 14A; archive document checked directly and matrix text confirmed. Filing date is after due date plus 30-day grace.
released_in_required_window,high,1827087,,"Vigil Neuroscience, Inc.",2022-01-07,2023-01-07,2023-02-06,published_on_time,2022-04-28,0001193125-22-127499,,0001193125-22-127499,,0001193125-22-127499,,,,,,,,Published matrix date is on/before due+30 grace.,
no_release_found_after_checks,medium,1868734,,"CinCor Pharma, Inc.",2022-01-07,2023-01-07,2023-02-06,not_located,,,searched_no_substantive_matrix,,,,not_found_in_current_sec_filings,,,not_found,,,not_found,"No substantive primary matrix located after SEC, committed-check FTS/Wayback, website candidates, and manual/browser review where applicable.","Search results reviewed; apparent matrix hits were other companies filings mentioning CinCor directors, not a CinCor Pharma primary-source board diversity matrix."
released_after_required_window,high,1874875,HOUR,"Hour Loop, Inc",2022-01-07,2023-01-07,2023-02-06,published_late,2023-02-20,https://ir.hourloop.com/corporate-governance/board-of-directors/,found_late_issuer_site_browser_confirmed,https://ir.hourloop.com/corporate-governance/board-of-directors/,issuer IR page,"Board Diversity Matrix (As of Feb 20, 2023). Board Size: Total Number of Directors 6. Directors Female 2, Male 4.",not_found_in_current_sec_filings,,,not_found,,,not_found,Published matrix date is after due+30 grace.,Browser checked issuer IR board page and confirmed matrix text. Matrix date is after due date plus 30-day grace.
no_release_found_after_checks,medium,1861657,CNTN,"Canton Strategic Holdings, Inc.",2022-01-12,2023-01-12,2023-02-11,not_located,,,searched_no_substantive_matrix,,,,not_found_in_current_sec_filings,,,not_found,,,not_found,"No substantive primary matrix located after SEC, committed-check FTS/Wayback, website candidates, and manual/browser review where applicable.",Search results reviewed; found Canton Strategic news/SEC current material but no primary-source Board Diversity Matrix disclosure.
released_after_required_window,high,1880661,TPG,TPG Inc.,2022-01-13,2023-01-13,2023-02-12,published_late,2023-04-03,https://www.sec.gov/Archives/edgar/data/1880661/000188066123000021/tpg-20230403.htm,found_late_sec_search_browser_confirmed,https://www.sec.gov/Archives/edgar/data/1880661/000188066123000021/tpg-20230403.htm,SEC PRE 14A,"Board Diversity Matrix. Total Number of Directors 14. Directors Female 4, Male 10.",not_found_in_current_sec_filings,,,not_found,,,not_found,Published matrix date is after due+30 grace.,Web search found TPG matrix page and SEC filing; SEC archive document checked directly and matrix text confirmed. Filing date is after due date plus 30-day grace.
released_in_required_window,high,1836242,TKLF,"Tokyo Lifestyle Co., Ltd.",2022-01-18,2023-01-18,2023-02-17,published_on_time,2022-08-15,0001213900-22-048050,,0001213900-22-048050,,0001213900-22-048050,,,,,,,,Published matrix date is on/before due+30 grace.,
no_release_found_after_checks,medium,1777319,CISO,"CISO Global, Inc.",2022-01-18,2023-01-18,2023-02-17,not_located,,,searched_no_substantive_matrix,,,,not_found_in_current_sec_filings,,,not_found,,,not_found,"No substantive primary matrix located after SEC, committed-check FTS/Wayback, website candidates, and manual/browser review where applicable.",Search results reviewed for CISO Global/Cerberus Cyber Sentinel; results were third-party aggregate references or filings without a board diversity matrix for the required period.
released_after_required_window,high,1864943,FGI,FGI Industries Ltd.,2022-01-25,2023-01-25,2023-02-24,published_late,2023-04-27,https://www.sec.gov/Archives/edgar/data/1864943/000155837023007097/tmb-20220601xdef14a.htm,found_late_sec_search_browser_confirmed,https://www.sec.gov/Archives/edgar/data/1864943/000155837023007097/tmb-20220601xdef14a.htm,SEC DEF 14A,"Board Diversity Matrix (as of April 6, 2023). Total Number of Directors 5. Directors Female 1, Male 4.",not_found_in_current_sec_filings,,,not_found,,,not_found,Published matrix date is after due+30 grace.,Web search found issuer governance page and SEC DEF 14A; SEC archive document checked directly and matrix text confirmed. Filing date is after due date plus 30-day grace.
released_in_required_window,high,1807794,CRDO,Credo Technology Group Holding Ltd,2022-01-27,2023-01-27,2023-02-26,published_on_time,2022-08-09,0001628280-22-021966,,0001628280-22-021966,,0001628280-22-021966,,,,,,,,Published matrix date is on/before due+30 grace.,
no_release_found_after_checks,medium,1872964,MTEK,Maris Tech Ltd.,2022-02-02,2023-02-02,2023-03-04,not_located,,,searched_no_substantive_matrix,,,,not_found_in_current_sec_filings,,,not_found,,,not_found,"No substantive primary matrix located after SEC, committed-check FTS/Wayback, website candidates, and manual/browser review where applicable.","Search results reviewed for Maris-Tech Ltd.; apparent hits were other companies filings or press pages mentioning Maris-Tech, not a Maris-Tech primary-source board diversity matrix."
released_after_required_window,high,1786205,ACLX,"Arcellx, Inc.",2022-02-04,2023-02-04,2023-03-06,published_late,2023-04-14,https://www.sec.gov/Archives/edgar/data/1786205/000095017023012922/aclx_2022_pre_14a.htm,found_late_sec_search_browser_confirmed,https://www.sec.gov/Archives/edgar/data/1786205/000095017023012922/aclx_2022_pre_14a.htm,SEC PRE 14A,"Board Diversity Matrix. Composition as of April 14, 2023. Total Number of Directors 7. Female 3, Male 4.",found_current_sec_matrix,2026-04-24,https://www.sec.gov/Archives/edgar/data/1786205/000119312526177460/d332400d10ka.htm,not_found,,,not_found,Published matrix date is after due+30 grace.,SEC archive document checked directly; second Board Diversity Matrix occurrence in filing body confirmed substantive matrix text. Filing date is after due date plus 30-day grace.
released_after_required_window,high,1875558,NVCT,"Nuvectis Pharma, Inc.",2022-02-04,2023-02-04,2023-03-06,published_late,2023-04-28,https://www.sec.gov/Archives/edgar/data/1875558/000110465923052907/tm2313950d1_def14a.htm,found_late_sec_search_browser_confirmed,https://www.sec.gov/Archives/edgar/data/1875558/000110465923052907/tm2313950d1_def14a.htm,SEC DEF 14A,"Board Diversity Matrix (As of April 28, 2023). Total Number of Directors 4. Directors Female 0, Male 4.",not_found_in_current_sec_filings,,,not_found,,,not_found,Published matrix date is after due+30 grace.,Web search found SEC DEF 14A; archive document checked directly and matrix text confirmed. Filing date is after due date plus 30-day grace.
released_after_required_window,high,1648087,AREB,AMERICAN REBEL HOLDINGS INC,2022-02-08,2023-02-08,2023-03-10,published_late,2024-03-05,https://www.sec.gov/Archives/edgar/data/1648087/000149315224008781/formdef14c.htm,found_late_sec_search_browser_confirmed,https://www.sec.gov/Archives/edgar/data/1648087/000149315224008781/formdef14c.htm,SEC DEF 14C,"Board Diversity Matrix (As of November 30, 2023). Total Number of Directors 5. Directors Female 0, Male 5.",found_current_sec_matrix,2026-03-31,https://www.sec.gov/Archives/edgar/data/1648087/000149315226014291/form10-k.htm,not_found,,,not_found,Published matrix date is after due+30 grace.,Web search found SEC DEF 14C; archive document checked directly and matrix text confirmed. Filing date is after due date plus 30-day grace.
released_in_required_window,high,1598981,SKYX,SKYX Platforms Corp.,2022-02-10,2023-02-10,2023-03-12,published_on_time,2022-04-19,0001493152-22-010422,,0001493152-22-010422,,0001493152-22-010422,,,,,,,,Published matrix date is on/before due+30 grace.,
released_after_required_window,high,1892322,HTCR,"HeartCore Enterprises, Inc.",2022-02-10,2023-02-10,2023-03-12,published_late,2025-01-01,https://heartcore-enterprises.com/corporate-governance.html,found_late_issuer_site_browser_confirmed,https://heartcore-enterprises.com/corporate-governance.html,issuer governance page,"Board Diversity Matrix (as of January 1, 2025). Total Number of Directors 6. Directors Female 1, Male 5.",not_found_in_current_sec_filings,,,not_found,,,not_found,Published matrix date is after due+30 grace.,"Direct web open confirmed issuer governance page matrix. Browser tab was blocked by client, but page extraction showed substantive matrix text. Date is after due date plus 30-day grace."
released_in_required_window,high,1074871,MODD,"Modular Medical, Inc.",2022-02-11,2023-02-11,2023-03-13,published_on_time,2022-12-20,0001019056-22-000687,,0001019056-22-000687,,0001019056-22-000687,,,,,,,,Published matrix date is on/before due+30 grace.,
no_release_found_after_checks,medium,1872812,,TC BioPharm (Holdings) plc,2022-02-11,2023-02-11,2023-03-13,not_located,,,searched_no_substantive_matrix,https://d1io3yog0oux5.cloudfront.net/_6df6912d78757007d7d89ae672512318/tcbiopharm/db/867/7501/file/NASDAQ+Diversity+Matrix+Disclosure+3rd+April+2023.pdf,issuer PDF template,"Board Diversity Matrix for / As of / Total Number of Directors, with no company/date/count values extracted.",not_found_in_current_sec_filings,,,not_found,,,not_found,"No substantive primary matrix located after SEC, committed-check FTS/Wayback, website candidates, and manual/browser review where applicable.","Issuer governance page linked a Board Diversity Matrix PDF, but local PDF text extraction showed a blank/template matrix without substantive company/date/director values; not inserted as evidence."
released_after_required_window,high,1880613,DRCT,"Direct Digital Holdings, Inc.",2022-02-11,2023-02-11,2023-03-13,published_late,2023-05-01,https://www.sec.gov/Archives/edgar/data/1880613/000110465923054340/tm2313926d1_def14a.htm,found_late_sec_search_browser_confirmed,https://www.sec.gov/Archives/edgar/data/1880613/000110465923054340/tm2313926d1_def14a.htm,SEC DEF 14A,"Board Diversity Matrix (as of February 15, 2023). Total Number of Directors 5. Directors Female 2, Male 3.",not_found_in_current_sec_filings,,,not_found,,,not_found,Published matrix date is after due+30 grace.,SEC submissions found 2023 DEF 14A; archive document checked directly and matrix text confirmed. Filing date is after due date plus 30-day grace.
released_after_required_window,high,1482541,BNC,CEA Industries Inc.,2022-02-14,2023-02-14,2023-03-16,published_late,2023-10-26,https://www.sec.gov/Archives/edgar/data/1482541/000149315223038392/formdef14a.htm,found_late_sec_search_browser_confirmed,https://www.sec.gov/Archives/edgar/data/1482541/000149315223038392/formdef14a.htm,SEC DEF 14A,"Board Diversity Matrix Disclosure. Total Number of Directors 5. Directors Female 0, Male 5.",found_current_sec_matrix,2025-03-27,https://www.sec.gov/Archives/edgar/data/1482541/000164117225000913/form10-k.htm,not_found,,,not_found,Published matrix date is after due+30 grace.,SEC DEF 14A checked directly and matrix text confirmed. Filing date is after due date plus 30-day grace.
released_after_required_window,high,1450704,VIVK,"Vivakor, Inc.",2022-02-15,2023-02-15,2023-03-17,published_late,2024-12-05,https://www.sec.gov/Archives/edgar/data/1450704/000182912624008066/vivakor_def14a.htm,found_late_sec_search_browser_confirmed,https://www.sec.gov/Archives/edgar/data/1450704/000182912624008066/vivakor_def14a.htm,SEC DEF 14A,"Board Diversity Matrix. As of December 5, 2024 and December 31, 2023. Total No. of Directors 5 and 4.",found_current_sec_matrix,2026-06-08,https://www.sec.gov/Archives/edgar/data/1450704/000182912626006194/vivakor_def14a.htm,not_found,,,not_found,Published matrix date is after due+30 grace.,2023 DEF 14A had no matrix; 2024 DEF 14A checked directly and matrix text confirmed. Filing date is after due date plus 30-day grace.
released_after_required_window,high,1835615,MHUAF,"Meihua International Medical Technologies Co., Ltd.",2022-02-16,2023-02-16,2023-03-18,published_late,2023-04-14,https://www.sec.gov/Archives/edgar/data/1835615/000121390023029709/f20f2022_meihua.htm,found_late_sec_search_browser_confirmed,https://www.sec.gov/Archives/edgar/data/1835615/000121390023029709/f20f2022_meihua.htm,SEC 20-F,"Board Diversity Matrix. Country of Principal Executive Offices: China. Total Number of Directors 5. Directors Female 1, Male 4.",not_found_in_current_sec_filings,,,not_found,,,not_found,Published matrix date is after due+30 grace.,SEC 20-F checked directly and matrix text confirmed. Filing date is after due date plus 30-day grace.
no_release_found_after_checks,medium,1851860,,"SMART FOR LIFE, INC.",2022-02-16,2023-02-16,2023-03-18,not_located,,,searched_no_substantive_matrix,,,,not_found_in_current_sec_filings,,,not_found,,,not_found,"No substantive primary matrix located after SEC, committed-check FTS/Wayback, website candidates, and manual/browser review where applicable.","Search and SEC submissions checked; likely 2023 proxy, 2023 10-K, and 2024 10-K did not contain Board Diversity Matrix text."
no_release_found_after_checks,medium,1402328,SBFM,Sunshine Biopharma Inc.,2022-02-17,2023-02-17,2023-03-19,not_located,,,searched_no_substantive_matrix,,,,not_found_in_current_sec_filings,,,not_found,,,not_found,"No substantive primary matrix located after SEC, committed-check FTS/Wayback, website candidates, and manual/browser review where applicable.",Search and SEC submissions checked; likely 2023/2024 proxy and 2023 10-K filings did not contain Board Diversity Matrix text.
released_in_required_window,high,1782107,ONCO,"Onconetix, Inc.",2022-02-18,2023-02-18,2023-03-20,published_on_time,2022-07-18,0001213900-22-039898,,0001213900-22-039898,,0001213900-22-039898,,,,,,,,Published matrix date is on/before due+30 grace.,
no_release_found_after_checks,medium,1888014,AKAN,AKANDA CORP.,2022-03-15,2023-03-15,2023-04-14,not_located,,,searched_no_substantive_matrix,,,,not_found_in_current_sec_filings,,,not_found,,,not_found,"No substantive primary matrix located after SEC, committed-check FTS/Wayback, website candidates, and manual/browser review where applicable.","Search and SEC submissions checked; Akanda 2023, 2024, and 2025 20-F filings did not contain Board Diversity Matrix text. Third-party aggregate only."
released_in_required_window,high,1875547,LCFY,Locafy Ltd,2022-03-25,2023-03-25,2023-04-24,published_on_time,2022-11-15,0001493152-22-032533,,0001493152-22-032533,,0001493152-22-032533,,,,,,,,Published matrix date is on/before due+30 grace.,
released_after_required_window,high,1880438,ANTX,"AN2 Therapeutics, Inc.",2022-03-25,2023-03-25,2023-04-24,published_late,2023-04-26,https://www.sec.gov/Archives/edgar/data/1880438/000095017023014794/antx-def14a-2022-final.htm,found_late_sec_search_browser_confirmed,https://www.sec.gov/Archives/edgar/data/1880438/000095017023014794/antx-def14a-2022-final.htm,SEC DEF 14A,"Board Diversity Matrix (as of April 26, 2023). Total Number of Directors 9. Directors Female 3, Male 6.",not_found_in_current_sec_filings,,,not_found,,,not_found,Published matrix date is after due+30 grace.,SEC submissions found 2023 DEF 14A; archive document checked directly and matrix text confirmed. Filing date is after due date plus 30-day grace.
released_in_required_window,high,1743905,RVSN,Rail Vision Ltd.,2022-03-31,2023-03-31,2023-04-30,published_on_time,2023-03-23,0001213900-23-022437,,0001213900-23-022437,,0001213900-23-022437,,,,,,,,Published matrix date is on/before due+30 grace.,
released_after_required_window,high,1894954,XPON,Expion360 Inc.,2022-04-01,2023-04-01,2023-05-01,published_late,2023-09-06,https://www.sec.gov/Archives/edgar/data/1894954/000190359623000697/xpon_def14a.htm,found_late_sec_search_browser_confirmed,https://www.sec.gov/Archives/edgar/data/1894954/000190359623000697/xpon_def14a.htm,SEC DEF 14A,"Board Diversity Matrix (As of August 24, 2023). Total Number of Directors 5. Directors Male 5.",not_found_in_current_sec_filings,,,not_found,,,not_found,Published matrix date is after due+30 grace.,SEC submissions and issuer filing page found 2023 DEF 14A; archive document checked directly and matrix text confirmed. Filing date is after due date plus 30-day grace.
released_in_required_window,high,1144879,APLD,Applied Digital Corp.,2022-04-13,2023-04-13,2023-05-13,published_on_time,2022-09-27,0001144879-22-000038,,0001144879-22-000038,,0001144879-22-000038,,,,,,,,Published matrix date is on/before due+30 grace.,
released_but_window_not_guaranteed,medium,1737995,STSS,"SkyAI, Inc.",2022-04-14,2023-04-14,2023-05-14,not_located,,,searched_no_substantive_matrix,,,,found_current_sec_matrix,2025-08-05,https://www.sec.gov/Archives/edgar/data/1737995/000164117225022182/formdefr14a.htm,not_found,,,not_found,"Committed-check found a current SEC matrix, but current initial-window review did not locate a substantive matrix in the required window.","Search and SEC filings checked for SkyAI / formerly Sharps Technology. 2023 DEF 14A stated matrix was on issuer website, but current issuer governance pages were checked and no Board Diversity Matrix content was exposed."
no_release_found_after_checks,medium,1905511,JCSE,JE Cleantech Holdings Ltd,2022-04-22,2023-04-22,2023-05-22,not_located,,,searched_no_substantive_matrix,,,,not_found_in_current_sec_filings,,,not_found,,,not_found,"No substantive primary matrix located after SEC, committed-check FTS/Wayback, website candidates, and manual/browser review where applicable.","Search and SEC submissions checked; JE Cleantech 2023 20-F did not contain Board Diversity Matrix text. Search hit mentioning JE Cleantech was another issuer filing, not JE Cleantech primary evidence."
released_after_required_window,high,1635077,ACON,"Aclarion, Inc.",2022-04-22,2023-04-22,2023-05-22,published_late,2023-11-13,https://www.sec.gov/Archives/edgar/data/1635077/000168316823007841/aclarion_def14a.htm,found_late_sec_search_browser_confirmed,https://www.sec.gov/Archives/edgar/data/1635077/000168316823007841/aclarion_def14a.htm,SEC DEF 14A,"Board Diversity Matrix (As of April 21, 2023). Total Number of Directors 7. Directors Female 1, Male 6.",found_current_sec_matrix,2025-05-13,https://www.sec.gov/Archives/edgar/data/1635077/000168316825003452/aclarion_def14a.htm,not_found,,,not_found,Published matrix date is after due+30 grace.,SEC DEF 14A checked directly and matrix text confirmed. Filing date is after due date plus 30-day grace.
released_after_required_window,high,1560293,TNON,"Tenon Medical, Inc.",2022-04-27,2023-04-27,2023-05-27,published_late,2023-08-04,https://www.sec.gov/Archives/edgar/data/1560293/000121390023063655/def14a0823_tenonmed.htm,found_late_sec_search_browser_confirmed,https://www.sec.gov/Archives/edgar/data/1560293/000121390023063655/def14a0823_tenonmed.htm,SEC DEF 14A,"Board Diversity Matrix (As of July 18, 2023). Total Number of Directors 7. Directors Female 0, Male 7.",not_found_in_current_sec_filings,,,not_found,,,not_found,Published matrix date is after due+30 grace.,SEC DEF 14A checked directly and matrix text confirmed. Filing date is after due date plus 30-day grace.
released_in_required_window,high,1803407,OST,"Ostin Technology Group Co., Ltd.",2022-04-27,2023-04-27,2023-05-27,published_on_time,2023-02-16,0001213900-23-012263,,0001213900-23-012263,,0001213900-23-012263,,,,,,,,Published matrix date is on/before due+30 grace.,
released_in_required_window,high,1888012,,"HilleVax, Inc.",2022-04-29,2023-04-29,2023-05-29,published_on_time,2023-04-28,0001193125-23-127221,,0001193125-23-127221,,0001193125-23-127221,,,,,,,,Published matrix date is on/before due+30 grace.,
released_in_required_window,high,1889109,BLTE,"BELITE BIO, INC",2022-04-29,2023-04-29,2023-05-29,published_on_time,2023-03-31,0001104659-23-040145,,0001104659-23-040145,,0001104659-23-040145,,,,,,,,Published matrix date is on/before due+30 grace.,
released_in_required_window,high,1809750,EDBL,Edible Garden AG Inc,2022-05-05,2023-05-05,2023-06-04,published_on_time,2023-04-26,0001477932-23-002884,,0001477932-23-002884,,0001477932-23-002884,,,,,,,,Published matrix date is on/before due+30 grace.,
released_in_required_window,high,1835597,PEPG,PepGen Inc.,2022-05-06,2023-05-06,2023-06-05,published_on_time,2023-04-28,0000950170-23-015751,,0000950170-23-015751,,0000950170-23-015751,,,,,,,,Published matrix date is on/before due+30 grace.,
released_in_required_window,high,1828588,HNVR,"Hanover Bancorp, Inc. /MD",2022-05-11,2023-05-11,2023-06-10,published_on_time,2023-01-27,0001104659-23-007553,,0001104659-23-007553,,0001104659-23-007553,,,,,,,,Published matrix date is on/before due+30 grace.,
released_in_required_window,high,1141284,ASNS,ACTELIS NETWORKS INC,2022-05-13,2023-05-13,2023-06-12,published_on_time,2023-05-13,https://ir.actelis.com/corporate-governance/board-diversity-matrix,found_on_time_issuer_site_browser_confirmed,https://ir.actelis.com/corporate-governance/board-diversity-matrix,issuer IR page,"Board Diversity Matrix for Actelis Networks, Inc. As of May 13, 2023. Total Number of Directors 5. Directors Female 2, Male 3.",not_found_in_current_sec_filings,,,not_found,,,not_found,Published matrix date is on/before due+30 grace.,Issuer IR Board Diversity Matrix page checked directly and substantive matrix text confirmed. Matrix date is within due date plus 30-day grace.
released_in_required_window,high,1881487,ACDC,ProFrac Holding Corp.,2022-05-13,2023-05-13,2023-06-12,published_on_time,2023-05-01,0001193125-23-130426,,0001193125-23-130426,,0001193125-23-130426,,,,,,,,Published matrix date is on/before due+30 grace.,
released_in_required_window,high,1425627,SOBR,"SOBR Safe, Inc.",2022-05-17,2023-05-17,2023-06-16,published_on_time,2023-04-28,0001477932-23-002946,,0001477932-23-002946,,0001477932-23-002946,,,,,,,,Published matrix date is on/before due+30 grace.,
no_release_found_after_checks,medium,1849296,OKYO,OKYO Pharma Ltd,2022-05-17,2023-05-17,2023-06-16,not_located,,,searched_no_substantive_matrix,,,,not_found_in_current_sec_filings,,,not_found,,,not_found,"No substantive primary matrix located after SEC, committed-check FTS/Wayback, website candidates, and manual/browser review where applicable.",Search and SEC submissions checked; OKYO Pharma 2023 and 2024 20-F filings did not contain Board Diversity Matrix text. Other hits were about related-party holdings or other issuer matrices.
released_after_required_window,high,1886799,,Bright Green Corp,2022-05-17,2023-05-17,2023-06-16,published_late,2023-11-07,https://www.sec.gov/Archives/edgar/data/1886799/000149315223039740/formdef14a.htm,found_late_sec_search_browser_confirmed,https://www.sec.gov/Archives/edgar/data/1886799/000149315223039740/formdef14a.htm,SEC DEF 14A,"Board Diversity Matrix (As of June 30, 2023). Total Number of Directors: Five. Directors Female 1, Male 4.",not_found_in_current_sec_filings,,,not_found,,,not_found,Published matrix date is after due+30 grace.,SEC DEF 14A checked directly and matrix text confirmed. Filing date is after due date plus 30-day grace.
