cik,ticker,legal_name,continuation_group,continuation_status,continuation_date,continuation_source,issuer_type,sec_entity_type,sec_filer_category,company_type,sic,sic_description,market_tier,exchange,current_tickers,current_exchanges,state_of_incorporation,fiscal_year_end,phone,business_address,headquarters_city,headquarters_state_or_country,headquarters_country,employee_count,employee_count_as_of,company_size_bucket,size_basis,business_summary_excerpt,business_summary_matched_heading,employee_count_excerpt,profile_source_form,profile_source_filing_date,profile_source_accession,profile_source_url,profile_metadata_source,initial_matrix_due_date,initial_matrix_publication_date,initial_matrix_source,profile_completeness_flags,nasdaq_listing_date,initial_form_type,initial_source_type,post_vacatur_candidate_filings,reviewed_post_vacatur_filings,fetch_failed_filings,continued,initial_publication_lag_days,days_before_due,listing_year,due_year,filer_category_simplified,is_egc,is_smaller_reporting,is_large_accelerated,is_accelerated_any,sic_division,industry_theme,hq_group,is_actual_us_state_hq,geo_scope,hq_state_for_analysis,hq_city_state_for_analysis,market_tier_clean,employee_missing,employee_count_filled,log_employee_count,current_ticker_available,model_feature_count
1923840,,"Third Harmonic Bio, Inc.",continued,continued_other_narrative,2025-04-14,0000950170-25-053490,domestic,operating,<br>Emerging growth company,domestic; operating; common stock,2834,Pharmaceutical Preparations,,Nasdaq,,,DE,1231.0,2097272457,"1700 MONTGOMERY STREET, SUITE 210, SAN FRANCISCO, CA, 94111",SAN FRANCISCO,CA,,53.0,"December 31, 2024",small (50-249 employees),employee_count_from_sec_filing,"or the extent to which any factor, or combination of factors, may cause actual results to differ materially from those contained in any forward-looking statements we may make. In light of these risks, uncertainties and assumptions, the forward-looking events and circumstances discussed in this Annual Report may not occur and actual results could differ materially and adversely from those anticipated or implied in the forward-looking statements. You should not rely upon forward-looking statements as predictions of future events. Although we believe that the expectations reflected in the forward-looking statements are reasonable, we cannot guarantee that the future results, levels of activity, performance or events and circumstances reflected in the forward-looking statements will be achieved or occur.",\bOur\s+Business\b,"26 Employees and Human Capital Resources As of December 31, 2024, we had 53 employees, all of whom were full-time and 35 of whom were engaged in research and development activities.",10-K,2025-03-27,0000950170-25-045736,https://www.sec.gov/Archives/edgar/data/1923840/000095017025045736/thrd-20241231.htm,SEC submissions API cache,2023-09-15,2023-04-24,0000950170-23-014106,,2022-09-15,DEF 14A,edgar_filing,4,4,0,1,221,144,2022,2023,"not stated, egc",1,0,0,0,Manufacturing,Life sciences / medical,US,1,Actual US state HQ,CA,"San Francisco, CA",Unknown market tier,0,53.0,3.9889840465642745,0,50
1809750,EDBL,Edible Garden AG Inc,not_continued,not_continued_in_reviewed_filings,,,domestic,operating,<br>Emerging growth company,domestic; operating; common stock,100,Agricultural Production-Crops,Capital Market,Nasdaq,EDBL;EDBLW,Nasdaq;Nasdaq,DE,1231.0,908-750-3953,"283 COUNTY ROAD 519, BELVIDERE, NJ, 07823",BELVIDERE,NJ,,95.0,"December 31, 2025",small (50-249 employees),employee_count_from_sec_filing,"Overview Edible Garden is a controlled environment agriculture (""CEA"") farming company. We use traditional agricultural growing techniques together with technology to grow fresh, organic food sustainably and safely while improving traceability. We operate glass, hydroponic, and vertical greenhouse structures that enable us to grow organic herbs consistently year-round while using less land, less energy, and less water than conventional agriculture. In our hydroponic greenhouse, we grow plants without soil. Instead of planting one row of plants in the ground, by using a vertical growing system, we can grow many towers of plants in the same area by planting up instead of planting across.",\bItem\s+1\.\s+Business\b,"As of December 31, 2025, we had 95 employees, of which 94 were full-time employees.",10-K,2026-03-31,0001477932-26-001867,https://www.sec.gov/Archives/edgar/data/1809750/000147793226001867/edbl_10k.htm,SEC submissions API cache,2023-05-05,2023-04-26,0001477932-23-002884,,2022-05-05,DEF 14A,edgar_filing,8,8,0,0,356,9,2022,2023,"not stated, egc",1,0,0,0,Agriculture,Other industries,US,1,Actual US state HQ,NJ,"Belvidere, NJ",Capital Market,0,95.0,4.564348191467836,1,50
1742341,HKIT,HiTek Global Inc.,not_continued,not_continued_in_reviewed_filings,,,foreign_private_issuer,other,Non-accelerated filer<br>Emerging growth company,foreign_private_issuer; other; ordinary shares,7372,Services-Prepackaged Software,Capital Market,Nasdaq,HKIT,Nasdaq,Cayman Islands,1231.0,86-57182213772,"UNIT 304, NO. 30 GUANRI ROAD, SIMING DISTRICT, XIAMEN, FUJIAN PROVINCE, China, 361008","XIAMEN, FUJIAN PROVINCE",China,,,,,sec_filer_category_only,"A. History and development of the Company We were incorporated in the Cayman Islands on November 3, 2017. HiTek HK, our wholly-owned subsidiary, was incorporated in Hong Kong on November 20, 2017. WFOE, HiTek HK’s wholly owned subsidiary, was organized pursuant to PRC laws on March 15, 2018. In April 2021, Haitian Weilai, a wholly-owned subsidiary of WFOE was incorporated under the laws of the PRC. The variable interest entity, Xiamen Hengda HiTek Computer Network Co., Ltd., which we refer to as HiTek, was established on January 18, 1996 in Xiamen, Fujian Province, PRC pursuant to the PRC laws. HiTek’s shareholders include certain PRC residents and corporate entities controlled by PRC residents.",\bItem\s+4\.\s+Information\s+on\s+the\s+Company\b,,20-F,2026-04-24,0001213900-26-047560,https://www.sec.gov/Archives/edgar/data/1742341/000121390026047560/ea0286182-20f_hitek.htm,SEC submissions API cache,2024-03-31,2023-04-27,0001213900-23-032977,missing_employee_count,2023-03-31,20-F,edgar_filing,17,17,0,0,27,339,2023,2024,"accelerated, egc",1,0,0,1,Services,Technology,China / Hong Kong,0,Non-US / non-state HQ,Not actual US state HQ,Not actual US state HQ,Capital Market,1,113.0,4.736198448394496,1,50
1944902,OMH,Ohmyhome Ltd,continued,continued_same_matrix,2025-04-29,0001641172-25-006592,foreign_private_issuer,other,Non-accelerated filer<br>Emerging growth company,foreign_private_issuer; other; ordinary shares,6531,Real Estate Agents & Managers (For Others),Capital Market,Nasdaq,OMH,Nasdaq,Cayman Islands,1231.0,65 6886 9009,"11 LORONG 3 TOA PAYOH #04-16/21, JACKSON, Singapore, 319579",JACKSON,Singapore,,,,,sec_filer_category_only,"Recent Developments - beginning on Page 35 ) allows us to expand our product and service offerings, enter new markets, and acquire new technologies. However, acquisitions can also be complex and challenging, and they can carry a number of risks, including: ● We may not be able to successfully integrate the acquired businesses into our existing operations, which could disrupt our business and lead to financial losses; ● The cultures of the acquired business may not be compatible with our own culture, which could lead to conflict and employee turnover; ● We may pay too much for an acquired business, or the acquired business may not be able to generate the expected financial results; ● The acquired business may be subject to regulations that we are not familiar with, which could lead to compliance problems and fines;",\bBusiness\s+Overview\b,,20-F,2025-04-29,0001641172-25-006592,https://www.sec.gov/Archives/edgar/data/1944902/000164117225006592/form20-f.htm,SEC submissions API cache,2024-03-21,2023-04-27,0001493152-23-013845,missing_employee_count,2023-03-21,20-F,edgar_filing,25,9,0,1,37,329,2023,2024,"accelerated, egc",1,0,0,1,Finance/real estate,Finance / real estate,Asia-Pacific / Israel,0,Non-US / non-state HQ,Not actual US state HQ,Not actual US state HQ,Capital Market,1,113.0,4.736198448394496,1,50
1894693,SVRE,SaverOne 2014 Ltd.,not_continued,not_continued_in_reviewed_filings,,,foreign_private_issuer,other,Non-accelerated filer<br>Emerging growth company,foreign_private_issuer; other; ADS,7371,Services-Computer Programming Services,Capital Market,Nasdaq,SVRE;SVREW,Nasdaq;Nasdaq,Israel,1231.0,972-3-9094177,"EM HAMOSHAVOT RD., 94, PETAH TIKVAH, Israel, 49130",PETAH TIKVAH,Israel,,,,,sec_filer_category_only,"A. History and Development of the Company We were incorporated in Israel on November 16, 2014 under the name Saverone 2014 Ltd. Our principal executive offices are located at Em Hamoshavot Rd. 94, Petah Tikvah, 4970602 Israel. Our telephone number in Israel is +972-39094177. Our website address is https://saver.one/. Information contained on or accessible through our website is not a part of this Annual Report on Form 20-F, and the inclusion of our website address herein is an inactive textual reference only. Puglisi & Associates, or Puglisi, serves as our authorized representative in the United States for certain limited matters. Puglisi’s address is 850 Library Avenue, Newark, Delaware 1971. The SEC maintains an internet site that contains reports, proxy and information statements and other information regarding issuers that file electronically with the SEC at http://sec.gov.",\bItem\s+4\.\s+Information\s+on\s+the\s+Company\b,,20-F,2025-03-21,0001013762-25-001028,https://www.sec.gov/Archives/edgar/data/1894693/000101376225001028/ea0234058-20f_saver.htm,SEC submissions API cache,2023-06-03,2023-04-27,0001213900-23-033272,missing_employee_count,2022-06-03,20-F,edgar_filing,50,40,0,0,328,37,2022,2023,"accelerated, egc",1,0,0,1,Services,Technology,Asia-Pacific / Israel,0,Non-US / non-state HQ,Not actual US state HQ,Not actual US state HQ,Capital Market,1,113.0,4.736198448394496,1,50
1888012,,"HilleVax, Inc.",not_continued,not_continued_in_reviewed_filings,,,domestic,operating,<br>Emerging growth company,domestic; operating; common stock,2836,"Biological Products, (No Diagnostic Substances)",,Nasdaq,,,DE,1231.0,(617) 213-5054,"321 HARRISON AVE, SUITE 500, BOSTON, MA, 02118",BOSTON,MA,,14.0,"December 31, 2024",micro (<50 employees),employee_count_from_sec_filing,"Overview We are a clinical-stage biopharmaceutical company focused on developing and commercializing novel vaccines. Our initial program, HIL-214, is a virus-like particle (VLP) based vaccine candidate for the prevention of moderate-to-severe acute gastroenteritis (AGE) caused by norovirus infection. It is estimated that norovirus causes nearly 700 million cases of illness and more than 200,000 deaths worldwide per year, as well as significant additional economic and social burden. To date, HIL-214 has been studied in nine clinical trials conducted by Takeda Vaccines, Inc. (Takeda) and its predecessor, LigoCyte Pharmaceuticals, Inc. (LigoCyte), which collectively generated safety data from more than 4,500 subjects and immunogenicity data from more than 2,200 subjects, including safety and immunogenicity data from more than 800 pediatric subjects.",\bItem\s+1\.\s+Business\b,"Human Capital Resources As of December 31, 2024, we had 14 full-time employees, including 2 employees engaged in research and development.",10-K,2025-03-28,0000950170-25-046924,https://www.sec.gov/Archives/edgar/data/1888012/000095017025046924/hlvx-20241231.htm,SEC submissions API cache,2023-04-29,2023-04-28,0001193125-23-127221,,2022-04-29,DEF 14A,edgar_filing,3,3,0,0,364,1,2022,2023,"not stated, egc",1,0,0,0,Manufacturing,Life sciences / medical,US,1,Actual US state HQ,MA,"Boston, MA",Unknown market tier,0,14.0,2.70805020110221,0,50
1814963,ILAG,Intelligent Living Application Group Inc.,continued,continued_same_matrix,2025-04-28,0001641172-25-006445,foreign_private_issuer,other,Non-accelerated filer<br>Emerging growth company,foreign_private_issuer; other; ordinary shares,2540,"Partitions, Shelvg, Lockers, & of fice & Store Fixtures",Capital Market,Nasdaq,ILAG,Nasdaq,Hong Kong,1231.0,852 2481 7938,"UNIT 02, 5/F., BLK A, PROFIT IND. BLDG.,, 1-15 KWAI FUNG ST., KWAI CHUNG, N.T., HONG KONG, Hong Kong, 00000",HONG KONG,Hong Kong,,255.0,"December 31, 2023",mid-size (250-999 employees),employee_count_from_sec_filing,"A. History and Development of the Company For 40 years, we have manufactured and sold high quality mechanical locksets to customers mainly in the United States and Canada, and we continue to diversify and refine our product offerings to meet our customers’ needs. The predecessor of Hing Fat commenced our business of selling door locksets in 1981. In 1983, we started a small manufacturing workshop in China to produce door locksets with imported materials to fulfill for our customer orders, which becomes our current manufacturing subsidiary, Xingfa. Our mission was “dedicated to manufacture high quality lockset products at affordable prices.” Since 2000, we have offered our products with the American National Standards Institute (ANSI) Grade 2 and Grade 3 standards, which are developed by Builders Hardware Manufacturing Association (BHMA) for ANSI.",\bItem\s+4\.\s+Information\s+on\s+the\s+Company\b,"We had 255 employees as of December 31, 2023.",20-F,2025-04-28,0001641172-25-006445,https://www.sec.gov/Archives/edgar/data/1814963/000164117225006445/form20-f.htm,SEC submissions API cache,2023-07-13,2023-04-28,0001410578-23-000841,,2022-07-13,20-F,edgar_filing,19,7,0,1,289,76,2022,2023,"accelerated, egc",1,0,0,1,Manufacturing,Other industries,China / Hong Kong,0,Non-US / non-state HQ,Not actual US state HQ,Not actual US state HQ,Capital Market,0,255.0,5.545177444479562,1,50
1910139,MBLY,Mobileye Global Inc.,continued,continued_other_narrative,2025-04-25,0001104659-25-039006,domestic,operating,Large accelerated filer,domestic; operating; common stock,7372,Services-Prepackaged Software,Global Select,Nasdaq,MBLY,Nasdaq,DE,1227.0,972 2 541 7333,"HAR HOTZVIM, 13 HARTOM STREET, P.O. BOX 45157, JERUSALEM, Israel",JERUSALEM,Israel,Israel,4200.0,"December 27, 2025","large (1,000-9,999 employees)",employee_count_from_sec_filing,"In this Annual Report on Form 10-K, references to “we,” “us,” “our,” our “company,” “Mobileye,” the “Company,” and similar terms refer to Mobileye Global Inc. and, unless the context requires otherwise, its consolidated subsidiaries, except with respect to our historical business, operations, financial performance, and financial condition prior to our initial public offering, where such terms refer to Mobileye Group, which combines the operations of Cyclops Holdings Corporation, Mobileye B.V., GG Acquisition Ltd., Moovit App Global Ltd., and their respective subsidiaries, along with certain Intel employees mainly in research and development. References to “Moovit” refer to GG Acquisition Ltd., Moovit App Global Ltd. and their consolidated subsidiaries. We have a 52- or 53-week fiscal year that ends on the last Saturday in December. Fiscal years 2024 and 2023 were 52-week fiscal years;",\bItem\s+1\.\s+Business\b,"29 Our Employees As of December 27, 2025, we had approximately 4,200 employees operating across seven countries, with approximately 85% of such employees involved in research and development and approximately 3,900 of such employees operating in Israel.",10-K,2026-02-12,0001104659-26-014300,https://www.sec.gov/Archives/edgar/data/1910139/000110465926014300/mbly-20251227x10k.htm,SEC submissions API cache,2023-10-26,2023-04-28,0001104659-23-052939,,2022-10-26,DEF 14A,edgar_filing,6,6,0,1,184,181,2022,2023,large accelerated,0,0,1,1,Services,Technology,US,0,Non-US / non-state HQ,Not actual US state HQ,Not actual US state HQ,Global Select,0,4200.0,8.343077871169383,1,50
1835597,PEPG,PepGen Inc.,continued,continued_same_matrix,2025-04-25,0000950170-25-058337,domestic,operating,<br>Emerging growth company,domestic; operating; common stock,2834,Pharmaceutical Preparations,Global Select,Nasdaq,PEPG,Nasdaq,DE,1231.0,703-456-8000,"1 MARINA PARK DRIVE, SUITE 900, BOSTON, MA, 02210",BOSTON,MA,,81.0,"December 31, 2024",small (50-249 employees),employee_count_from_sec_filing,"model, and strategic plans for our business and product candidates; • the scope of protection we are able to establish and maintain for intellectual property rights covering our product candidates and our technology platform; • estimates of our future expenses, revenues, capital requirements, and our needs for additional financing; • the size and growth potential of the markets for our product candidates, and our ability to serve those markets; • our financial performance; • the rate and degree of market acceptance of our product candidates; • regulatory developments in the United States, or U.S., and foreign countries; • our ability to contract with third-party suppliers and manufacturers and their ability to perform adequately, and our ability to identify and contract with alternative third-party suppliers and manufacturers in a timely manner and on reasonable terms, if needed;",\bOur\s+Business\b,"Employees and Human Capital Resources As of December 31, 2024, we had 81 full-time employees, of whom 27 have Ph.",10-K,2025-02-24,0000950170-25-025226,https://www.sec.gov/Archives/edgar/data/1835597/000095017025025226/pepg-20241231.htm,SEC submissions API cache,2023-05-06,2023-04-28,0000950170-23-015751,,2022-05-06,DEF 14A,edgar_filing,6,2,0,1,357,8,2022,2023,"not stated, egc",1,0,0,0,Manufacturing,Life sciences / medical,US,1,Actual US state HQ,MA,"Boston, MA",Global Select,0,81.0,4.406719247264253,1,50
1894562,PRME,"Prime Medicine, Inc.",not_continued,not_continued_in_reviewed_filings,,,domestic,operating,Non-accelerated filer<br>Smaller reporting company<br>Emerging growth company,domestic; operating; common stock,2836,"Biological Products, (No Diagnostic Substances)",Global Market,Nasdaq,PRME,Nasdaq,DE,1231.0,617-465-0013,"60 FIRST ST., CAMBRIDGE, MA, 02141",CAMBRIDGE,MA,,146.0,"December 31, 2025",small (50-249 employees),employee_count_from_sec_filing,"Overview We are a biotechnology company focused on developing a new class of genetic medicines designed to provide durable, and potentially curative, treatment options for patients with diseases driven by defined genetic alterations, acquired cellular dysfunction, or dysregulated gene expression. Our approach is grounded in Prime Editing, a next-generation gene editing technology that enables targeted modifications to genomic DNA without introducing double-stranded breaks. We believe Prime Editing represents the most versatile and precise method for rewriting, replacing, or repairing DNA sequences and may allow us to address a broad spectrum of diseases with an improved safety and specificity profile relative to earlier editing technologies.",\bItem\s+1\.\s+Business\b,"Employees and Human Capital Resources As of December 31, 2025, we had 146 full-time employees, of whom 63 have M.",10-K,2026-03-03,0001628280-26-013569,https://www.sec.gov/Archives/edgar/data/1894562/000162828026013569/prme-20251231.htm,SEC submissions API cache,2023-10-20,2023-04-28,0001628280-23-013811,,2022-10-20,DEF 14A,edgar_filing,9,9,0,0,190,175,2022,2023,"accelerated, smaller reporting, egc",1,1,0,1,Manufacturing,Life sciences / medical,US,1,Actual US state HQ,MA,"Cambridge, MA",Global Market,0,146.0,4.990432586778736,1,50
1425627,SOBR,"SOBR Safe, Inc.",continued,continued_other_narrative,2025-04-15,0001477932-25-002746,domestic,operating,Non-accelerated filer<br>Smaller reporting company,domestic; operating; common stock,2721,Periodicals: Publishing or  Publishing & Printing,Capital Market,Nasdaq,SOBR,Nasdaq,DE,1231.0,844-762-7723,"6400 S. FIDDLERS GREEN CIRCLE, SUITE 1400, GREENWOOD VILLAGE, CO, 80111",GREENWOOD VILLAGE,CO,,,,,sec_filer_category_only,"• Our business plan, which is focused on the development and commercialization of personal alcohol awareness tracking devices, is dependent upon our SOBRsafe TM technology. • We have a limited operating history and historical financial information upon which you may evaluate our performance. • Our quarterly and annual operating results may fluctuate significantly and may not fully reflect the underlying performance of our business. • Unfavorable global economic conditions could adversely affect our business, financial condition, or results of operations. • We may not be able to meet our future capital needs. • If we cannot obtain, achieve or sustain profitability or additional funding, our technology and product development and commercialization efforts may be reduced or discontinued, and we may not be able to continue operations.",\bOur\s+Business\b,,10-K,2026-04-10,0001477932-26-002117,https://www.sec.gov/Archives/edgar/data/1425627/000147793226002117/sobr_10k.htm,SEC submissions API cache,2023-05-17,2023-04-28,0001477932-23-002946,missing_employee_count,2022-05-17,DEF 14A,edgar_filing,6,6,0,1,346,19,2022,2023,"accelerated, smaller reporting",0,1,0,1,Manufacturing,Other industries,US,1,Actual US state HQ,CO,"Greenwood Village, CO",Capital Market,1,113.0,4.736198448394496,1,50
1886894,SNAL,"Snail, Inc.",continued,continued_other_narrative,2025-04-25,0001641172-25-006181,domestic,operating,<br>Emerging growth company,domestic; operating; common stock,7372,Services-Prepackaged Software,Capital Market,Nasdaq,SNAL,Nasdaq,DE,1231.0,1 (310) 928-7428,"12049 JEFFERSON BOULEVARD, CULVER CITY, CA, 90230",CULVER CITY,CA,,166.0,"December 31, 2025",small (50-249 employees),employee_count_from_sec_filing,". Overview Our mission is to provide high-quality entertainment experiences to audiences around the world. We are a leading, global independent developer and publisher of interactive digital entertainment for consumers around the world. We have built a premier portfolio of premium games designed for use on a variety of platforms, including consoles, PCs, and mobile devices. ARK: Survival Ascended was ranked in top 100 on Steam in 2025, a year in which we launched the ARK: Lost Colony downloadable content (“ DLC”). Our expertise in technology, in-game ecosystems and monetization of online multiplayer games has enabled us to assemble a broad portfolio of intellectual property across multiple media formats and technology platforms.",\bItem\s+1\.\s+Business\b,"Human Capital Resources As of December 31, 2025, we had 166 full-time employees worldwide, of whom approximately 74% are based in North America and approximately 26% are based in Europe, the Middle East and Africa (“EMEA”) region.",10-K,2026-03-19,0001493152-26-011617,https://www.sec.gov/Archives/edgar/data/1886894/000149315226011617/form10-k.htm,SEC submissions API cache,2023-11-10,2023-04-28,0001104659-23-052917,,2022-11-10,DEF 14A,edgar_filing,5,5,0,1,169,196,2022,2023,"not stated, egc",1,0,0,0,Services,Technology,US,1,Actual US state HQ,CA,"Culver City, CA",Capital Market,0,166.0,5.117993812416755,1,50
1935172,AIXI,Xiao-I Corp,continued,continued_same_matrix,2025-05-15,0001213900-25-044439,foreign_private_issuer,other,Non-accelerated filer<br>Emerging growth company,foreign_private_issuer; other; ADS,7372,Services-Prepackaged Software,Global Market,Nasdaq,AIXI,Nasdaq,Cayman Islands,1231.0,(86) 021-39512112,"7TH FLOOR, BUILDING 398, NO. 1555 WEST JINSHAJIANG RD., SHANGHAI, China, 201803",SHANGHAI,China,,162.0,"December 31, 2024",small (50-249 employees),employee_count_from_sec_filing,". A. History and Development of the Company. In the following discussion of corporate history, “we,” “us,” or “our” refer to Xiao-I. History of Xiao-I Corporation We were incorporated in the Cayman Islands on August 13, 2018, with limited liability under the Companies Act. Upon incorporation, the authorized share capital of our Company was US$50,000 divided into 1,000,000,000 shares, par value of US$0.00005 each, comprising of 1,000,000,000 Ordinary Shares of a par value of US$0.00005 each.",\bItem\s+4\.\s+Information\s+on\s+the\s+Company\b,"As of December 31, 2024, we had 162 full-time employees.",20-F,2025-05-15,0001213900-25-044439,https://www.sec.gov/Archives/edgar/data/1935172/000121390025044439/ea0238811-20f_xiaoicorp.htm,SEC submissions API cache,2024-03-09,2023-04-28,0001213900-23-033683,,2023-03-09,20-F,edgar_filing,15,3,0,1,50,316,2023,2024,"accelerated, egc",1,0,0,1,Services,Technology,China / Hong Kong,0,Non-US / non-state HQ,Not actual US state HQ,Not actual US state HQ,Global Market,0,162.0,5.093750200806762,1,50
1781174,ACRV,"Acrivon Therapeutics, Inc.",continued,continued_same_matrix,2025-04-25,0000950170-25-058352,domestic,operating,Non-accelerated filer<br>Smaller reporting company<br>Emerging growth company,domestic; operating; common stock,2834,Pharmaceutical Preparations,Global Market,Nasdaq,ACRV,Nasdaq,,1231.0,617-207-8979,"480 ARSENAL WAY, SUITE 100, WATERTOWN, MA, 02472",WATERTOWN,MA,,75.0,"December 31, 2024",small (50-249 employees),employee_count_from_sec_filing,", financial condition, results of operations, and prospects: • We are a clinical stage biopharmaceutical company and have incurred significant losses since our inception. We expect to incur losses over the next several years and may never achieve or maintain profitability. • We have a limited operating history and no history of commercializing products, which may make it difficult for an investor to evaluate the success of our business to date and to assess our future viability. • We will need additional funding to meet our financial obligations and to pursue our business objectives. If we are unable to raise capital when needed, we could be forced to curtail our planned longer-term operations and the pursuit of our growth strategy.",\bOur\s+Business\b,"Employees and Human Capital Resources As of December 31, 2024, we had 75 full-time employees and three part-time employees.",10-K,2025-03-27,0000950170-25-046056,https://www.sec.gov/Archives/edgar/data/1781174/000095017025046056/acrv-20241231.htm,SEC submissions API cache,2023-11-15,2023-05-01,0000950170-23-016268,,2022-11-15,DEF 14A,edgar_filing,7,2,0,1,167,198,2022,2023,"accelerated, smaller reporting, egc",1,1,0,1,Manufacturing,Life sciences / medical,US,1,Actual US state HQ,MA,"Watertown, MA",Global Market,0,75.0,4.330733340286331,1,50
1825349,CHSN,Chanson International Holding,not_continued,not_continued_in_reviewed_filings,,,foreign_private_issuer,other,Non-accelerated filer<br>Emerging growth company,foreign_private_issuer; other; ordinary shares,2000,Food and Kindred Products,Capital Market,Nasdaq,CHSN,Nasdaq,Cayman Islands,1231.0,86-0991-2302709,"B9 XINJIANG CHUANGBO ZHIGU INDUSTRIAL PK, NO.100 GUANGYUAN ROAD SHUIMOGOU DISTRICT, URUMQI, XINJIANG, China, 830017","URUMQI, XINJIANG",China,,,,,sec_filer_category_only,"B. Business Overview-Regulations-Regulations on Mergers & Acquisitions and Overseas Listings.” 23 According to the CSRC Notice, the domestic companies that have already been listed overseas before the effective date of the Trial Measures (namely, March 31, 2023) shall be deemed as existing issuers. Existing issuers are not required to complete the filing procedures immediately, and they shall be required to file with the CSRC for any subsequent offerings. In the event that we undertake new offerings or fundraising activities in the future, we may be required to complete necessary filing procedures pursuant to the Trial Measures.",\bItem\s+4\.\s+Information\s+on\s+the\s+Company\b,,20-F,2026-04-20,0001213900-26-045625,https://www.sec.gov/Archives/edgar/data/1825349/000121390026045625/ea0286626-20f_chansoninter.htm,SEC submissions API cache,2024-03-30,2023-05-01,0001213900-23-034610,missing_employee_count,2023-03-30,20-F,edgar_filing,25,25,0,0,32,334,2023,2024,"accelerated, egc",1,0,0,1,Manufacturing,Other industries,China / Hong Kong,0,Non-US / non-state HQ,Not actual US state HQ,Not actual US state HQ,Capital Market,1,113.0,4.736198448394496,1,50
1881487,ACDC,ProFrac Holding Corp.,continued,continued_other_narrative,2025-04-29,0001558370-25-005849,domestic,operating,Accelerated filer<br>Smaller reporting company,domestic; operating; common stock,1389,"Oil & Gas Field Services, NEC",Global Select,Nasdaq,ACDC,Nasdaq,DE,1231.0,254-776-3722,"333 SHOPS BOULEVARD, SUITE 301, WILLOW PARK, TX, 76087",WILLOW PARK,TX,,,,,sec_filer_category_only,"– 2023 Significant Events - Redemption of ProFrac LLC Units ” for additional information. The payment obligations under the Tax Receivable Agreement are our obligations and not obligations of ProFrac LLC, and we expect that the payments required to be made under the Tax Receivable Agreement will be substantial. Estimating the amount and timing of payments that may become due under the Tax Receivable Agreement is by its nature imprecise. For purposes of the Tax Receivable Agreement, net cash tax savings generally are calculated by comparing our actual tax liability (determined by using the actual applicable U.S. federal income tax rate and an assumed combined state and local income and franchise tax rate) to the amount we would have been required to pay had we not been able to utilize any of the tax benefits subject to the Tax Receivable Agreement.",\bItem\s+1\.\s+Business\b,,10-K,2026-03-13,0001193125-26-106120,https://www.sec.gov/Archives/edgar/data/1881487/000119312526106120/acdc-20251231.htm,SEC submissions API cache,2023-05-13,2023-05-01,0001193125-23-130426,missing_employee_count,2022-05-13,DEF 14A,edgar_filing,4,4,0,1,353,12,2022,2023,"accelerated, smaller reporting",0,1,0,1,Mining,Other industries,US,1,Actual US state HQ,TX,"Willow Park, TX",Global Select,1,113.0,4.736198448394496,1,50
1863218,SFWL,SHENGFENG DEVELOPMENT Ltd,not_continued,not_continued_in_reviewed_filings,,,foreign_private_issuer,other,Non-accelerated filer<br>Emerging growth company,foreign_private_issuer; other; ordinary shares,4210,Trucking & Courier Services (No Air),Capital Market,Nasdaq,SFWL,Nasdaq,Cayman Islands,1231.0,86-591-83619860,"SHENGFENG BUILDING, NO. 478 FUXIN EAST ROAD, JINAN DISTRICT, FUZHOU CITY, China, 350001",FUZHOU CITY,China,,1416.0,"December 31, 2025","large (1,000-9,999 employees)",employee_count_from_sec_filing,"—B. Business Overview—Regulations—Regulations on Mergers & Acquisitions and Overseas Listings.” The Opinions, the Trial Measures, the revised Provisions and any related implementing rules to be enacted may subject us to compliance requirement in the future. Given the current regulatory environment in the PRC, we are still subject to the uncertainty of different interpretation and enforcement of the rules and regulations in the PRC adverse to us, which may take place quickly with little advance notice.",\bItem\s+4\.\s+Information\s+on\s+the\s+Company\b,"Under his leadership, our Company started off in 2001 from being a small-sized logistics service provider with only 60 employees, to becoming one of the largest logistics service providers in China with total transportation volume of approximately 21,349,000 tons for the fiscal year ended December 31, 2025 and we have 1,416 employees as of December 31, 2025.",20-F,2026-03-27,0001213900-26-035301,https://www.sec.gov/Archives/edgar/data/1863218/000121390026035301/ea0282579-20f_shengfeng.htm,SEC submissions API cache,2024-03-31,2023-05-01,0001213900-23-034752,,2023-03-31,20-F,edgar_filing,4,4,0,0,31,335,2023,2024,"accelerated, egc",1,0,0,1,Transport/utilities,Other industries,China / Hong Kong,0,Non-US / non-state HQ,Not actual US state HQ,Not actual US state HQ,Capital Market,0,1416.0,7.256297239690681,1,50
